自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,構成,販売価格,Camp価格,商品ID,物販コード,JANコード,メーカー品番,メーカー名,商品名,商品分類1,商品分類2,分類番号,仕様,備考,注意事項,定価,入り送料
三菱,ランサー,CD5A,1991/10～1995/10,4G93,,ディスク＋カバー,38831,,292980,510-022-F-qq-e-f1-437k,4996338080417,510 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ225<br>スプライン径:22.4<br>歯数:20<br>圧着力:8600/880(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,53200,0
三菱,ランサー,CD5A,1991/10～1995/10,4G93,,ディスク,23933,,292560,00C-022-R510-qq-e-f1-438k,4996338084156,00C 022 R510,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ225<br>スプライン径:22.4<br>歯数:20,,,30600,1100
三菱,ランサー,CK4A,1994/10～2000/9,4G92,MIVEC,ディスク,21558,,292563,00C-022-R550-qq-e-f1-443k,4996338084682,00C 022 R550,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:22.4<br>歯数:20,,純正カバー使用不可,27400,1100
三菱,ランサーエボリューション/II/III,CD9A/CE9A,1992/10～1996/7,4G63T,,ディスク＋カバー,38831,,292693,510-022-F-qq-e-f1-446k,4996338080417,510 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ225<br>スプライン径:22.4<br>歯数:20<br>圧着力:8600/880(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,53200,0
三菱,ランサーエボリューション/II/III,CD9A/CE9A,1992/10～1996/7,4G63T,,ディスク,23933,,292902,00C-022-R510-qq-e-f1-447k,4996338084156,00C 022 R510,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ225<br>スプライン径:22.4<br>歯数:20,,,30600,1100
三菱,ランサーエボリューションIV/V/VI,CN9A/CP9A,1996/8～2001/1,4G63T,Evo6 トミ・マキネンエディション含む,ディスク＋カバー,42944,,292705,560-022-F-qq-e-f1-451k,4996338080394,560 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ230<br>スプライン径:26.1<br>歯数:23<br>圧着力:10300/1050(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,59000,0
三菱,ランサーエボリューションIV/V/VI,CN9A/CP9A,1996/8～2001/1,4G63T,Evo6 トミ・マキネンエディション含む,ディスク＋カバー,45072,,292710,562-022-F-qq-e-f1-452k,4996338080653,562 022 F,CUSCO,カッパー高圧着セット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ230<br>スプライン径:26.1<br>歯数:23<br>圧着力:11800/1200(N/kgf),カッパーシングルディスク&クスコ高圧着クラッチカバー,,62000,0
三菱,ランサーエボリューションIV/V/VI,CN9A/CP9A,1996/8～2001/1,4G63T,Evo6 トミ・マキネンエディション含む,ディスク,22375,,292564,00C-022-R560-qq-e-f1-453k,4996338084163,00C 022 R560,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ230<br>スプライン径:26.1<br>歯数:23,,,28500,1100
三菱,ランサーエボリューションVII/VIII/IX,CT9A,2001/2～2007/1,4G63T,5MT/6MT,ディスク＋カバー,46418,,292712,565-022-F-qq-e-f1-462k,4996338080370,565 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ240<br>スプライン径:26.1<br>歯数:23<br>圧着力:13400/1360(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,63900,0
三菱,ランサーエボリューションVII/VIII/IX,CT9A,2001/2～2007/1,4G63T,5MT/6MT,ディスク,23933,,292905,00C-022-R565-qq-e-f1-463k,4996338084224,00C 022 R565,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ240<br>スプライン径:26.1<br>歯数:23,,,30600,1100
三菱,ランサーエボリューションX,CZ4A,2007/10～2015/9,4B11,5MT車,ディスク＋カバー,46418,,292713,565-022-F-qq-e-f1-471k,4996338080370,565 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ240<br>スプライン径:26.1<br>歯数:23<br>圧着力:13400/1360(N/kgf),カッパーシングルディスク&クスコクラッチカバー<br>2008年3月以前の車両はクラッチカバー取付けボルト(三菱純正MU001438×6本)の交換が必要です。,,63900,0
三菱,ランサーエボリューションX,CZ4A,2007/10～2015/9,4B11,5MT車,ディスク,23933,,292565,00C-022-R565-qq-e-f1-472k,4996338084224,00C 022 R565,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ240<br>スプライン径:26.1<br>歯数:23,,,30600,1100
三菱,ランサーエボリューションワゴン,CT9W,2005/9～2006/10,4G63T,,ディスク＋カバー,46418,,292714,565-022-F-qq-e-f1-477k,4996338080370,565 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ240<br>スプライン径:26.1<br>歯数:23<br>圧着力:13400/1360(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,63900,0
三菱,ランサーエボリューションワゴン,CT9W,2005/9～2006/10,4G63T,,ディスク,23933,,292906,00C-022-R565-qq-e-f1-478k,4996338084224,00C 022 R565,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ240<br>スプライン径:26.1<br>歯数:23,,,30600,1100
