自動車メーカー,車種,型式,年式,適合詳細,備考,注意事項,対応純正品番,タイプ,販売価格,Camp価格,商品ID,物販コード,メーカー名,商品名,取付位置
トヨタ,プレミオ,NZT240/ZZT240/ZZT245/AZT240,01/12～07/06,全グレード,参考DENSO品番:DCC1004,,87139-12010,カーボンタイプ,1304,,259139,30080209002-qq-352,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,プログレ/ブレビス,JCG10/JCG11,プログレ:98/05～07/06<br>ブレビス:01/06～07/06,,,,87139-48020,,1233,,258584,30080109001-qq-4,STRIKE,エアコンフィルター
トヨタ,プログレ/ブレビス,JCG10/JCG11/JCG15,プログレ:98/05～07/06<br>ブレビス:01/06～07/06,全グレード,参考DENSO品番:DCC1002,,87139-48030,カーボンタイプ,1357,,258852,30080209004-qq-29,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,プロナード,MCX20,00/04～03/05,全グレード,参考DENSO品番:DCC1003,,87139-28010,カーボンタイプ,1304,,258787,30080209001-qq-354,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,プロボックス/サクシード,NCP160/NCP165/NSP160,14/09～,全グレード,参考DENSO品番:DCC1009,,87139-52040,カーボンタイプ,1344,,258838,30080209003-qq-355,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,プロボックス/サクシード,NCP160/NCP165/NSP160,14/09～,全グレード,参考DENSO品番:DCC1009,,87139-52040,カーボンタイプ PM2.5cut ver.,1530,,258987,30080309002-qq-177,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,ベルタ,KSP92/SCP92/NCP96,05/11～12/06,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ,1344,,258839,30080209003-qq-358,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,ベルタ,KSP92/SCP92/NCP96,05/11～12/06,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ PM2.5cut ver.,1530,,259209,30080309002-qq-179,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,ベルタ,KSP92/SCP92/NCP96,05/11～12/06,,,,87139-30020/87139-30040,,1271,,259048,30080109004-qq-37,STRIKE,エアコンフィルター
トヨタ,ポルテ,NNP10/NNP11/NNP15,04/07～12/07,全グレード,参考DENSO品番:DCC1004,,87139-12010,カーボンタイプ,1304,,258804,30080209002-qq-359,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,ポルテ,NNP10/NNP11/NNP15,04/07～12/07,全グレード,参考DENSO品番:DCC1004,,87139-12010,カーボンタイプ PM2.5cut ver.,1384,,258957,30080309001-qq-180,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,ポルテ/スペイド,NCP141/NCP145/NSP140,12/07～,全グレード,参考DENSO品番:DCC1009,,87139-52040,カーボンタイプ,1344,,258840,30080209003-qq-360,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,マークII,GX110/GX115/JZX110,00/10～04/11,グランデ/グランデFour/グランデFour Sパッケージ/グランデiR-S/グランデiR-V/iR/iR-S/iR-V,参考DENSO品番:DCC1002,高さを計測して商品をご購入下さい(高さ20mm適合、高さ30mm不適合),87139-48030,カーボンタイプ,1357,,258854,30080209004-qq-31,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,マークII,JZX110/JZX115,,,,,87139-50030,,1358,,258607,30080109007-qq-173,STRIKE,エアコンフィルター
トヨタ,マークII/ヴェロッサ,GX115/JZX110,マークII:00/10～04/11<br>ヴェロッサ:01/07～04/04,,,,87139-48020,,1233,,259043,30080109001-qq-2,STRIKE,エアコンフィルター
トヨタ,マークIIクオリス,SXV20/SXV25/MCV20/MCV21/MCV25,97/04～02/01,全グレード,参考DENSO品番:DCC1005,,88880-33060,カーボンタイプ,1558,,258861,30080209005-qq-32,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,マークIIブリット,GX110/GX115/JZX110/JZX115,02/01～07/06,全グレード,参考DENSO品番:DCC1002,高さを計測して商品をご購入下さい(高さ20mm適合、高さ30mm不適合),87139-48030,カーボンタイプ,1357,,259161,30080209004-qq-33,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,マークIIブリット,GX110/JZX115,,,,,87139-50030,,1358,,258608,30080109007-qq-174,STRIKE,エアコンフィルター
トヨタ,マークX,GRX120/GRX121,04/11～09/10,,,,87139-30020/87139-30040,,1271,,258597,30080109004-qq-34,STRIKE,エアコンフィルター
トヨタ,マークX,GRX120/GRX121/GRX125/GRX130/GRX133/GRX135,120系:04/11～09/10<br>130系:09/10～,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ PM2.5cut ver.,1530,,258988,30080309002-qq-181,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,マークX,GRX120/GRX121/GRX125/GRX130/GRX133/GRX135,120系:04/11～09/10<br>130系:09/10～,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ,1344,,259158,30080209003-qq-361,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,マークXジオ,ANA10/ANA15/GGA10,07/09～13/10,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ,1344,,258841,30080209003-qq-363,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,マークXジオ,ANA10/ANA15/GGA10,07/09～13/10,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ PM2.5cut ver.,1530,,258989,30080309002-qq-183,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,ラウム,NCZ20/NCZ25,03/05～11/10,全グレード,参考DENSO品番:DCC1004,,87139-12010/88568-12030,カーボンタイプ,1304,,258805,30080209002-qq-365,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,ラウム,NCZ20/NCZ25,03/05～11/10,全グレード,参考DENSO品番:DCC1004,,87139-12010/88568-12030,カーボンタイプ PM2.5cut ver.,1384,,258958,30080309001-qq-184,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,ラクティス,SCP100/NCP100,05/10～10/11,,,,87139-30020/87139-30040,,1271,,258599,30080109004-qq-36,STRIKE,エアコンフィルター
トヨタ,ラクティス,SCP100/NCP100/NCP105/NSP120/NSP122/NCP120/NCP122/NCP125,100系:05/10～10/11<br>120系:10/11～,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ,1344,,258842,30080209003-qq-367,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,ラクティス,SCP100/NCP100/NCP105/NSP120/NSP122/NCP120/NCP122/NCP125,100系:05/10～10/11<br>120系:10/11～,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ PM2.5cut ver.,1530,,258990,30080309002-qq-186,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,ラッシュ,J200/J210,06/01～,全グレード,参考DENSO品番:DCC7003,,88568-B4010,カーボンタイプ,1510,,258759,30080208003-qq-369,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,ラッシュ,J200/J210,06/01～,全グレード,参考DENSO品番:DCC7003,,88568-B4010,カーボンタイプ PM2.5cut ver.,1679,,258926,30080308001-qq-187,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,ランドクルーザー,UZJ200/URJ202,07/09～,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ PM2.5cut ver.,1530,,258991,30080309002-qq-188,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
トヨタ,ランドクルーザー,UZJ200/URJ202,07/09～,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ,1344,,259159,30080209003-qq-370,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,ランドクルーザープラド,RZJ120/RZJ125/TRJ120/TRJ125/GRJ120/GRJ121/VZJ120/VZJ121/VZJ125/KDJ120/KDJ121/KDJ125,02/10～09/09,全グレード,参考DENSO品番:DCC1003,,87139-28010,カーボンタイプ,1304,,258788,30080209001-qq-372,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,ランドクルーザープラド,TRJ150/GRJ150/GRJ151,09/09～,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ,1344,,258843,30080209003-qq-373,STRIKE,エアコンフィルター カーボンタイプ
トヨタ,ランドクルーザープラド,TRJ150/GRJ150/GRJ151,09/09～,全グレード,参考DENSO品番:DCC1009,,87139-30040,カーボンタイプ PM2.5cut ver.,1530,,259210,30080309002-qq-189,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
日産,AD/ADエキスパート,Y12系,07/01～,全グレード,参考DENSO品番:DCC2010,,AY684-NS008/AY685-NS008,カーボンタイプ,1477,,258716,30080207005-qq-82,STRIKE,エアコンフィルター カーボンタイプ
日産,ADバン,Y11,99/06～08/12,ミクロガードピュアトロン装着車除く,,,B727A-79925,カーボンタイプ,1344,,259171,30080210001-qq-15,STRIKE,エアコンフィルター カーボンタイプ
日産,GT-R,R35系,07/12～,全グレード,参考DENSO品番:DCC2001,,AY684-NS001,カーボンタイプ,1437,,258696,30080207002-qq-83,STRIKE,エアコンフィルター カーボンタイプ
日産,NV100クリッパー/NV100クリッパーリオ,DR64系,13/12～,全グレード,参考DENSO品番:DCC7004,,27298-4A00A,カーボンタイプ,1290,,258765,30080208004-qq-84,STRIKE,エアコンフィルター カーボンタイプ
日産,NV200バネット,M20系,09/05～,販売店オプションフィルター装着車<br>ワゴン(タクシー除く),参考DENSO品番:DCC2010,,27891-ED025/AY684-NS008/AY685-NS008,カーボンタイプ,1477,,258717,30080207005-qq-85,STRIKE,エアコンフィルター カーボンタイプ
日産,NV350キャラバン,E26系,12/06～,全グレード,参考DENSO品番:DCC2001,,AY684-NS001/AY685-NS001,カーボンタイプ,1437,,258697,30080207002-qq-86,STRIKE,エアコンフィルター カーボンタイプ
日産,アベニール,W11系,98/08～05/09,全グレード,参考DENSO品番:DCC2005,,27274-WF725,カーボンタイプ,1504,,258698,30080207003-qq-41,STRIKE,エアコンフィルター カーボンタイプ
日産,ウイングロード,Y11,01/05～05/11,,,,B7200-WD000,,1296,,259021,30080107001-qq-45,STRIKE,エアコンフィルター
日産,ウイングロード,Y11,99/05～05/11,ミクロガードピュアトロン装着車除く,,,B727A-79925,カーボンタイプ,1344,,258880,30080210001-qq-2,STRIKE,エアコンフィルター カーボンタイプ
日産,ウイングロード,Y12系,05/11～,全グレード,参考DENSO品番:DCC2010,,AY684-NS008/AY685-NS008,カーボンタイプ,1477,,258713,30080207005-qq-42,STRIKE,エアコンフィルター カーボンタイプ
日産,エキスパート,W11系,99/06～08/12,販売店オプションフィルター装着車,参考DENSO品番:DCC2005,,27274-WF725,カーボンタイプ,1504,,258699,30080207003-qq-43,STRIKE,エアコンフィルター カーボンタイプ
日産,エクストレイル,T30,00/11～07/08,ミクロガードピュアトロン装着車除く,,,AY684-NS001,カーボンタイプ,1344,,258877,30080210001-qq-16,STRIKE,エアコンフィルター カーボンタイプ
日産,エクストレイル,T30,00/11～07/08,,,,B7200-WD000,,1296,,259022,30080107001-qq-46,STRIKE,エアコンフィルター
日産,エクストレイル,T31,,,,,AY685-NS009/AY684-NS009/27277-EN025,,1333,,258562,30080107008-qq-167,STRIKE,エアコンフィルター
日産,エルグランド,E52系,10/08～,全グレード,参考DENSO品番:DCC2011<br>フロントエアコン用,,27277-JN20B,カーボンタイプ,1411,,259097,30080207006-qq-44,STRIKE,エアコンフィルター カーボンタイプ
日産,オッティ,H91/H92,H91:05/06～06/10<br>H92:06/10～13/06,全グレード,参考DENSO品番:DCC8003,,AY684-NS013,カーボンタイプ,1290,,259084,30080206002-qq-45,STRIKE,エアコンフィルター カーボンタイプ
日産,キックス,H59,08/10～12/08,全グレード,参考DENSO品番:DCC8004,,27274-6A00A,カーボンタイプ,1637,,258688,30080206003-qq-47,STRIKE,エアコンフィルター カーボンタイプ
日産,キューブ,Z10系,98/02～02/10,全グレード,参考DENSO品番:DCC2006,,B727C-89925,カーボンタイプ,1491,,259093,30080207004-qq-49,STRIKE,エアコンフィルター カーボンタイプ
日産,キューブ,Z11系,02/10～08/11,,,,27891-AX025,,1321,,258547,30080107002-qq-98,STRIKE,エアコンフィルター
日産,キューブ,Z12,,,,,AY685-NS017,,1321,,258557,30080107006-qq-162,STRIKE,エアコンフィルター
日産,キューブ,Z12系,08/11～,全グレード,参考DENSO品番:DCC2013,,AY684-NS017/AY685-NS017,カーボンタイプ,1344,,258718,30080207007-qq-48,STRIKE,エアコンフィルター カーボンタイプ
日産,キューブ/キューブキュービック,Z11系,キューブ:02/10～08/11<br>キューブキュービック:03/09～08/11,全グレード,参考DENSO品番:DCC2007,,27891-AX025,カーボンタイプ,1277,,259090,30080207001-qq-177,STRIKE,エアコンフィルター カーボンタイプ
日産,キューブキュービック,GZ11系,03/09～08/11,,,,27891-AX025,,1321,,258548,30080107002-qq-99,STRIKE,エアコンフィルター
日産,サニー,B15,98/10～04/10,ミクロガードピュアトロン装着車除く,,,B727A-79925,カーボンタイプ,1344,,258884,30080210001-qq-3,STRIKE,エアコンフィルター カーボンタイプ
日産,サファリ,Y61系,97/10～07/06,全グレード,参考DENSO品番:DCC2005,,B727C-79925,カーボンタイプ,1504,,258700,30080207003-qq-51,STRIKE,エアコンフィルター カーボンタイプ
日産,シーマ,F50系,01/01～10/08,全グレード(ミクロガードピュアトロン装着車除く),参考DENSO品番:DCC2001,,27277-AR025,カーボンタイプ,1437,,259091,30080207002-qq-52,STRIKE,エアコンフィルター カーボンタイプ
日産,シーマ,F50系,01/02～10/07,,,,27277-AR025,,1308,,259032,30080107004-qq-111,STRIKE,エアコンフィルター
日産,シーマ,FGY33系,98/09～01/01,後期,,,27494-5L525,,1496,,259028,30080107003-qq-101,STRIKE,エアコンフィルター
日産,ジューク,F15,,,,,AY685-NS017,,1321,,258558,30080107006-qq-163,STRIKE,エアコンフィルター
日産,ジューク,F15系,10/06～,全グレード,参考DENSO品番:DCC2013,,AY684-NS017/AY685-NS017,カーボンタイプ,1344,,258719,30080207007-qq-53,STRIKE,エアコンフィルター カーボンタイプ
日産,スカイライン,R34系,98/05～02/08,,,,27494-5L525,,1496,,259030,30080107003-qq-103,STRIKE,エアコンフィルター
日産,スカイライン,V35,01/06～06/11,,,,B7200-WD000,,1296,,259023,30080107001-qq-47,STRIKE,エアコンフィルター
日産,スカイライン/スカイラインクーペ,V36系,07/10～,全グレード,参考DENSO品番:DCC2001,,AY684-NS001,カーボンタイプ,1437,,258691,30080207002-qq-54,STRIKE,エアコンフィルター カーボンタイプ
日産,スカイライン/スカイラインセダン,V36系/V37系,V36系:06/11～<br>V37系:14/06～,全グレード,参考DENSO品番:DCC2001,,AY684-NS001/27277-EG01A/B7277-1CA1A,カーボンタイプ,1437,,259092,30080207002-qq-55,STRIKE,エアコンフィルター カーボンタイプ
日産,スカイラインクーペ,CPV35,03/01～07/09,,,,B7200-WD000,,1296,,258542,30080107001-qq-48,STRIKE,エアコンフィルター
日産,スカイラインクーペ/スカイラインセダン,V35,クーペ:03/01～07/10<br>セダン:01/06～06/11,ミクロガードピュアトロン装着車除く,,,27277-4M425,カーボンタイプ,1344,,259173,30080210001-qq-4,STRIKE,エアコンフィルター カーボンタイプ
日産,スカイラインクロスオーバー,J50系,09/07～,全グレード,参考DENSO品番:DCC2001,,B7277-1CA1A,カーボンタイプ,1437,,258692,30080207002-qq-57,STRIKE,エアコンフィルター カーボンタイプ
日産,スカイラインクロスオーバー,J50系,09/07～,,,,27277-AR025,,1308,,258555,30080107004-qq-112,STRIKE,エアコンフィルター
日産,スカイラインハイブリッド,HV37系,14/02～,全グレード,参考DENSO品番:DCC2001,,27277-EG01A/B7277-1CA1A,カーボンタイプ,1437,,258693,30080207002-qq-58,STRIKE,エアコンフィルター カーボンタイプ
日産,ステージア,M35,01/10～07/06,ミクロガードピュアトロン装着車除く,,,27277-4M425,カーボンタイプ,1344,,259174,30080210001-qq-6,STRIKE,エアコンフィルター カーボンタイプ
日産,ステージア,M35,01/10～07/07,,,,B7200-WD000,,1296,,259024,30080107001-qq-49,STRIKE,エアコンフィルター
日産,セドリック/グロリア,Y33系,98/09～99/06,後期,,,27494-5L525,,1496,,259029,30080107003-qq-102,STRIKE,エアコンフィルター
日産,セドリック/グロリア,Y34系,99/06～04/10,全グレード(ミクロガードピュアトロン装着車除く),参考DENSO品番:DCC2001,,27277-AG000,カーボンタイプ,1437,,258690,30080207002-qq-50,STRIKE,エアコンフィルター カーボンタイプ
日産,セドリック/グロリア,Y34系,99/06～04/10,,,,27277-AR025,,1308,,258554,30080107004-qq-110,STRIKE,エアコンフィルター
日産,セフィーロ,A33系,98/12～02/12,,,,27494-5L525,,1496,,258549,30080107003-qq-104,STRIKE,エアコンフィルター
日産,セフィーロ/セフィーロセダン/セフィーロワゴン,A32系,セフィーロ/セダン:98/01～98/12<br>セフィーロワゴン:97/06～00/07,全グレード,参考DENSO品番:DCC2005,,B727C-79925,カーボンタイプ,1504,,258701,30080207003-qq-60,STRIKE,エアコンフィルター カーボンタイプ
日産,セレナ,C23系,97/01～99/06,全グレード(97/01～98/01:FX-S除く),参考DENSO品番:DCC2006,,B727C-89925,カーボンタイプ,1491,,259094,30080207004-qq-62,STRIKE,エアコンフィルター カーボンタイプ
日産,セレナ,C24,99/06～05/05,ミクロガードピュアトロン装着車除く,,,27277-4N025,カーボンタイプ,1344,,258885,30080210001-qq-7,STRIKE,エアコンフィルター カーボンタイプ
日産,セレナ,C24,99/06～05/05,,,,B7200-WD000,,1296,,258543,30080107001-qq-50,STRIKE,エアコンフィルター
日産,セレナ,C25/C26,,,,,AY685-NS009/AY684-NS009/27277-EN025,,1333,,259034,30080107008-qq-168,STRIKE,エアコンフィルター
日産,ティアナ,J31,03/02～08/06,ミクロガードピュアトロン装着車除く,,,27277-4M425,カーボンタイプ,1344,,258886,30080210001-qq-8,STRIKE,エアコンフィルター カーボンタイプ
日産,ティアナ,J31,03/02～08/06,,,,B7200-WD000,,1296,,259025,30080107001-qq-51,STRIKE,エアコンフィルター
日産,ティアナ,J32系,08/06～14/02,全グレード,参考DENSO品番:DCC2011,,AY684-NS016/AY685-NS016,カーボンタイプ,1411,,259098,30080207006-qq-63,STRIKE,エアコンフィルター カーボンタイプ
日産,ティーダ,C11,,,,,AY685-NS008/AY684-NS008/B7200-ED000,,1371,,258561,30080107007-qq-166,STRIKE,エアコンフィルター
日産,ティーダ/ティーダラティオ,C11系,ティーダ:04/09～12/08<br>ティーダラティオ:04/10～12/10,全グレード,参考DENSO品番:DCC2010,,AY684-NS008,カーボンタイプ,1477,,258714,30080207005-qq-64,STRIKE,エアコンフィルター カーボンタイプ
日産,ティーノ,V10,98/12～03/03,ミクロガードピュアトロン装着車除く,,,B727A-79925,カーボンタイプ,1344,,258887,30080210001-qq-9,STRIKE,エアコンフィルター カーボンタイプ
日産,ティーノ,V10,98/12～03/04,,,,B7200-WD000,,1296,,258544,30080107001-qq-52,STRIKE,エアコンフィルター
日産,デイズ/デイズハイウェイスター/デイズルークス,B21系,デイズ/ハイウェイスター:13/06～<br>ルークス:14/02～,全グレード,参考DENSO品番:DCC8003,,AY684-NS025/AY685-NS025,カーボンタイプ,1290,,259085,30080206002-qq-66,STRIKE,エアコンフィルター カーボンタイプ
日産,デュアリス,J10,,,,,AY685-NS009/AY684-NS009/27277-EN025,,1333,,259035,30080107008-qq-169,STRIKE,エアコンフィルター
日産,テラノ/テラノレグラス,R50系,テラノ:97/06～02/08<br>テラノレグラス:97/09～02/08,全グレード,参考DENSO品番:DCC2005,,B727C-79925,カーボンタイプ,1504,,258702,30080207003-qq-68,STRIKE,エアコンフィルター カーボンタイプ
日産,ノート,E11,,,,,AY685-NS008/AY684-NS008/B7200-ED000,,1371,,258560,30080107007-qq-165,STRIKE,エアコンフィルター
日産,ノート,E11系,05/01～12/09,全グレード,参考DENSO品番:DCC2010,,AY684-NS008/AY685-NS008,カーボンタイプ,1477,,259096,30080207005-qq-71,STRIKE,エアコンフィルター カーボンタイプ
日産,ノート,E12系,12/09～,全グレード,参考DENSO品番:DCC2014,,AY684-NS018/AY685-NS018,カーボンタイプ,1330,,258721,30080207008-qq-70,STRIKE,エアコンフィルター カーボンタイプ
日産,バサラ,JU30系,99/11～03/06,,,,27494-5L525,,1496,,259031,30080107003-qq-105,STRIKE,エアコンフィルター
日産,パルサー/パルサーセリエ/ルキノS-RV,N15系,97/09～00/08,全グレード,参考DENSO品番:DCC2006,取付時に別途純正部品が必要になる場合あり(必要純正品番:B7201-NS0001),B727C-89925,カーボンタイプ,1491,,258706,30080207004-qq-72,STRIKE,エアコンフィルター カーボンタイプ
日産,ピノ,HC24系,07/01～10/01,全グレード,参考DENSO品番:DCC7003,,AY684-NS013,カーボンタイプ,1510,,258747,30080208003-qq-178,STRIKE,エアコンフィルター カーボンタイプ
日産,ピノ,HC24系,07/01～10/01,全グレード,参考DENSO品番:DCC7003,,AY684-NS013,カーボンタイプ PM2.5cut ver.,1679,,258938,30080308001-qq-94,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
日産,フーガ,Y50系,04/10～09/11,全グレード,参考DENSO品番:DCC2001,,27277-EG025,カーボンタイプ,1437,,258694,30080207002-qq-73,STRIKE,エアコンフィルター カーボンタイプ
日産,フーガ,Y50系,04/10～09/11,,,,27277-AR025,,1308,,259033,30080107004-qq-113,STRIKE,エアコンフィルター
日産,プリメーラ/プリメーラセダン/プリメーラワゴン,P11系,97/09～01/01,全グレード,参考DENSO品番:DCC2005,,B727C-79925,カーボンタイプ,1504,,258703,30080207003-qq-74,STRIKE,エアコンフィルター カーボンタイプ
日産,プリメーラ/プリメーラセダン/プリメーラワゴン,P12,01/01～05/12,ミクロガードピュアトロン装着車除く,,,B727A-79925,カーボンタイプ,1344,,258874,30080210001-qq-11,STRIKE,エアコンフィルター カーボンタイプ
日産,プリメーラワゴン,WP12,01/01～05/11,,,,B7200-WD000,,1296,,258545,30080107001-qq-53,STRIKE,エアコンフィルター
日産,ブルーバード,U14系,97/09～01/08,全グレード,参考DENSO品番:DCC2005,,B727C-79925,カーボンタイプ,1504,,258704,30080207003-qq-75,STRIKE,エアコンフィルター カーボンタイプ
日産,ブルーバードシルフィ,G10,00/08～05/12,ミクロガードピュアトロン装着車除く,,,27277-4M425,カーボンタイプ,1344,,258875,30080210001-qq-12,STRIKE,エアコンフィルター カーボンタイプ
日産,ブルーバードシルフィ,G10,00/08～05/12,,,,B7200-WD000,,1296,,259026,30080107001-qq-54,STRIKE,エアコンフィルター
日産,ブルーバードシルフィ,G11系,05/12～12/12,全グレード,参考DENSO品番:DCC2010,,AY684-NS008,カーボンタイプ,1477,,258715,30080207005-qq-76,STRIKE,エアコンフィルター カーボンタイプ
日産,プレサージュ,U30系,98/06～03/07,,,,27494-5L525,,1496,,258550,30080107003-qq-106,STRIKE,エアコンフィルター
日産,プレサージュ,U31,03/07～09/08,ミクロガードピュアトロン装着車除く,,,27277-4M425,カーボンタイプ,1344,,258876,30080210001-qq-13,STRIKE,エアコンフィルター カーボンタイプ
日産,プレサージュ,U31,03/07～09/08,,,,B7200-WD000,,1296,,259027,30080107001-qq-55,STRIKE,エアコンフィルター
日産,プレジデント,F50系,03/10～10/06,全グレード(ミクロガードピュアトロン装着車除く),参考DENSO品番:DCC2001,,27277-AR025,カーボンタイプ,1437,,258695,30080207002-qq-77,STRIKE,エアコンフィルター カーボンタイプ
日産,プレジデント,PGF50系,03/10～10/06,,,,27277-AR025,,1308,,258556,30080107004-qq-114,STRIKE,エアコンフィルター
日産,マーチ,K11系,97/05～02/03,全グレード,参考DENSO品番:DCC2006,,B727C-89925,カーボンタイプ,1491,,258707,30080207004-qq-79,STRIKE,エアコンフィルター カーボンタイプ
日産,マーチ,K12系,02/02～10/07,,,,27891-AX025,,1321,,258546,30080107002-qq-100,STRIKE,エアコンフィルター
日産,マーチ,K12系,02/03～10/07,全グレード,参考DENSO品番:DCC2007,,27891-AX025,カーボンタイプ,1277,,258689,30080207001-qq-179,STRIKE,エアコンフィルター カーボンタイプ
日産,マーチ,K13系,10/07～,全グレード,参考DENSO品番:DCC2014,,27277-1HD0A/AY684-NS018/AY685-NS018,カーボンタイプ,1330,,259100,30080207008-qq-78,STRIKE,エアコンフィルター カーボンタイプ
日産,ムラーノ,Z50,04/09～08/09,全グレード,,,27277-4M425,カーボンタイプ,1344,,259170,30080210001-qq-14,STRIKE,エアコンフィルター カーボンタイプ
日産,ムラーノ,Z51系,08/09～,全グレード,参考DENSO品番:DCC2011,,AY684-NS016/AY685-NS016/27277-JN20B,カーボンタイプ,1411,,259099,30080207006-qq-80,STRIKE,エアコンフィルター カーボンタイプ
日産,モコ,MG21,02/04～06/01,全グレード,参考DENSO品番:DCC7001,,27241-4A0A0,カーボンタイプ,1290,,259106,30080208002-qq-180,STRIKE,エアコンフィルター カーボンタイプ
日産,モコ,MG22,06/02～11/02,全グレード,参考DENSO品番:DCC7003,,27891-4A00A,カーボンタイプ,1510,,259108,30080208003-qq-181,STRIKE,エアコンフィルター カーボンタイプ
日産,モコ,MG22,06/02～11/02,全グレード,参考DENSO品番:DCC7003,,27891-4A00A,カーボンタイプ PM2.5cut ver.,1679,,259197,30080308001-qq-95,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
日産,モコ,MG33,13/07～,全グレード,参考DENSO品番:DCC7006,,AY684-NS027/AY685-NS027,カーボンタイプ,1290,,259128,30080208005-qq-81,STRIKE,エアコンフィルター カーボンタイプ
日産,ラティオ,N17系,12/10～,全グレード,参考DENSO品番:DCC2014,,AY684-NS018/AY685-NS018,カーボンタイプ,1330,,258722,30080207008-qq-87,STRIKE,エアコンフィルター カーボンタイプ
日産,ラフェスタ,B30,,,,,AY685-NS009/AY684-NS009/27277-EN025,,1333,,259036,30080107008-qq-170,STRIKE,エアコンフィルター
日産,ラルゴ,W30系,96/10～99/06,全グレード,参考DENSO品番:DCC2006,,B727C-89925,カーボンタイプ,1491,,258708,30080207004-qq-88,STRIKE,エアコンフィルター カーボンタイプ
日産,リーフ,ZE0,,,,,AY685-NS017,,1321,,258559,30080107006-qq-164,STRIKE,エアコンフィルター
日産,リーフ,ZE0系,10/12～,全グレード,参考DENSO品番:DCC2013,,B7891-1FE0A/AY684-NS017/AY685-NS017,カーボンタイプ,1344,,258720,30080207007-qq-89,STRIKE,エアコンフィルター カーボンタイプ
日産,リバティ,M12系,98/11～04/12,グレードB除く,参考DENSO品番:DCC2005,,B727C-79925,カーボンタイプ,1504,,258705,30080207003-qq-90,STRIKE,エアコンフィルター カーボンタイプ
日産,ルークス,ML21,09/12～13/03,全グレード,参考DENSO品番:DCC7006,,AY684-NS021,カーボンタイプ,1290,,258772,30080208005-qq-91,STRIKE,エアコンフィルター カーボンタイプ
日産,ルキノ,N15系/B14系,97/09～99/03,全グレード,参考DENSO品番:DCC2006,取付時に別途純正部品が必要になる場合あり(必要純正品番:B7201-NS0001),B727C-89925,カーボンタイプ,1491,,258709,30080207004-qq-92,STRIKE,エアコンフィルター カーボンタイプ
日産,ルネッサ,N30系,97/10～00/08,,,,27494-5L525,,1496,,258551,30080107003-qq-107,STRIKE,エアコンフィルター
日産,レパード,JY33系,98/09～99/06,後期,,,27494-5L525,,1496,,258552,30080107003-qq-108,STRIKE,エアコンフィルター
日産,ローレル,C35系,97/06～02/08,,,,27494-5L525,,1496,,258553,30080107003-qq-109,STRIKE,エアコンフィルター
ホンダ,CR-V,RD1/RD2,95/10～01/09,全グレード,参考DENSO品番:DCC3002,,08R79-S04-A00,カーボンタイプ,1530,,258664,30080203007-qq-95,STRIKE,エアコンフィルター カーボンタイプ
