自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
AUDI,A6 アバント クアトロ,4B/C5,1997～2004,V8含む<br>スポーツサスペンション車<br>フロント軸重が1115kgまでの車両<br>セルフレベリング装着車を除く,119200,,291076,1140-7983-qq-e-963k,出さない,1140-7983,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,149000,出さない,出さない
AUDI,A6 セダン,4B/C5,1997～2000,フロント軸重が1115kgまでの車両<br>セルフレベリング装着車を除く,116000,,291072,1140-7971-qq-e-956k,出さない,1140-7971,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,145000,出さない,出さない
AUDI,A6 セダン,4B/C5,1997～2000,フロント軸重が1116kgからの車両<br>セルフレベリング装着車を除く,116000,,290845,1140-7972-qq-e-957k,出さない,1140-7972,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,145000,出さない,出さない
AUDI,A6 セダン,4B/C5,1997～2004,クワトロ&セルフレベリング車除く<br>スポーツサスペンション含む<br>フロント軸重が1115kgまでの車両,104000,,290844,1140-7932-qq-e-948k,出さない,1140-7932,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,出さない,出さない
AUDI,A6 セダン,4B/C5,1997～2004,クワトロ&セルフレベリング車除く<br>スポーツサスペンション含む<br>フロント軸重が1116kg以上の車両,104000,,290843,1140-7931-qq-e-950k,出さない,1140-7931,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,出さない,出さない
AUDI,A6 セダン,4B/C5,1997～2004,フロント軸重が1115kgまでの車両<br>セルフレベリング装着車を除く,125600,,290846,1140-7973-qq-e-961k,出さない,1140-7973,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,157000,出さない,出さない
AUDI,A6 セダン,4B/C5,1997～2004,フロント軸重が1116kgからの車両<br>セルフレベリング装着車を除く,125600,,291073,1140-7974-qq-e-962k,出さない,1140-7974,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,157000,出さない,出さない
AUDI,A6 セダン,4B/C5,1998/03～2004,クワトロ&セルフレベリング車除く<br>スポーツサスペンション含む<br>フロント軸重が1116kg以上の車両,104000,,291071,1140-7962-qq-e-954k,出さない,1140-7962,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,出さない,出さない
AUDI,A6 セダン,C6/4F,2004/06～2011,クワトロを含む<br>エアーサスペンション車を除く<br>フロント軸重が1215kgまでの車両,108800,,291041,1140-2001-qq-e-966k,出さない,1140-2001,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A6 セダン,C6/4F,2004/06～2011,クワトロを含む<br>エアーサスペンション車を除く<br>フロント軸重が1216kg以上の車両,108800,,290814,1140-2002-qq-e-968k,出さない,1140-2002,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A6 セダン,C7/4G,2011～,2WD<br>フロント軸重が1185kgまでの車両<br>セルフレベリング装着車を除く,108800,,291083,1140-9171-qq-e-975k,出さない,1140-9171,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A6 セダン,C7/4G,2011～,2WD<br>フロント軸重が1186kgからの車両<br>セルフレベリング装着車を除く,108800,,291320,1140-9172-qq-e-976k,出さない,1140-9172,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A6 セダン クアトロ,C7/4G,2011～,フロント軸重が1185kgまでの車両<br>セルフレベリング装着車を除く,108800,,290859,1140-9173-qq-e-977k,出さない,1140-9173,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A6 セダン クアトロ,C7/4G,2011～,フロント軸重が1186kgからの車両<br>セルフレベリング装着車を除く,108800,,291321,1140-9174-qq-e-978k,出さない,1140-9174,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A7,4G,2010～,2WD<br>フロント軸重が1185kgまでの車両<br>セルフレベリング装着車を除く,108800,,290858,1140-9171-qq-e-989k,出さない,1140-9171,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A7,4G,2010～,2WD<br>フロント軸重が1186kgからの車両<br>セルフレベリング装着車を除く,108800,,291084,1140-9172-qq-e-990k,出さない,1140-9172,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A7 クアトロ,4G,2010～,フロント軸重が1185kgまでの車両<br>セルフレベリング装着車を除く,108800,,291085,1140-9173-qq-e-991k,出さない,1140-9173,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,A7 クアトロ,4G,2010～,フロント軸重が1186kgからの車両<br>セルフレベリング装着車を除く,108800,,291086,1140-9174-qq-e-992k,出さない,1140-9174,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,136000,出さない,出さない
AUDI,Q5,8R,2008/09～,2.0TFSI/3.2TFSI/2.0TDI<br>セルフレベリング装着車を除く,111200,,291266,1140-0011-qq-e-998k,出さない,1140-0011,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,139000,出さない,出さない
AUDI,Q5,8R,2008/09～,3.0TDI<br>セルフレベリング装着車を除く,111200,,291267,1140-0012-qq-e-999k,出さない,1140-0012,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,139000,出さない,出さない
AUDI,RS2 アバント,,1994～1996,,174400,,291089,1140-9691-qq-e-1002k,出さない,1140-9691,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,218000,出さない,出さない
AUDI,S2 アバント,,1993～1995,,140800,,291082,1140-9091-qq-e-1005k,出さない,1140-9091,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,176000,出さない,出さない
AUDI,S3,8P,2006～2012,クワトロスポーツバック含む<br>マグネティックライドを除く,125600,,291032,1140-1001-qq-e-1010k,出さない,1140-1001,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,157000,出さない,出さない
AUDI,S3 クワトロ,8L,1999～2003/06,,124000,,290832,1140-4383-qq-e-1008k,出さない,1140-4383,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,155000,出さない,出さない
AUDI,S4 アバント クワトロ,B5,1997～2002,セルフレベリング装着車を除く,151200,,290835,1140-4772-qq-e-1015k,出さない,1140-4772,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,189000,出さない,出さない
AUDI,S4 セダン クワトロ,B5,1997～2002,セルフレベリング装着車を除く,151200,,290834,1140-4771-qq-e-1013k,出さない,1140-4771,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,189000,出さない,出さない
AUDI,S4 セダン/アバント,B6/B7/8E,2003～2007,4.2-V8クワトロ,114400,,290818,1140-2571-qq-e-1017k,出さない,1140-2571,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,143000,出さない,出さない
AUDI,S4 セダン/アバント,B8/8K,2008/10～2013,3.0TFSi クワトロ,107200,,290796,1140-0612-qq-e-1020k,出さない,1140-0612,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない
AUDI,S5,8T,2007/03～,クワトロ V8 4.2 354HP,107200,,291272,1140-0612-qq-e-1023k,出さない,1140-0612,KONI,SPORT KIT,1台分,,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない
AUDI,TT クーペ,8J,2006～2013,2WD<br>Audi マグネティックライド車を除く,122400,,290805,1140-1021-qq-e-1035k,出さない,1140-1021,KONI,SPORT KIT,1台分,外部/-,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,153000,出さない,出さない
