自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
VOLKSWAGEN,フォックス,,05～11,,84800,,291443,KONI-SP-qq-e-i-576k,出さない,フロント:8710-1404×2<br>リア:80-2830×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,106000,出さない,出さない,,
VOLKSWAGEN,ベント,1H,91～97/10,1.4/1.6/1.8<br>GT/GTiを除く<br>ホイールボルトが4本止めの車両,88800,,291456,KONI-SP-qq-e-i-788k,出さない,フロント:8741-1258×2<br>リア:80-2542×2,KONI,SPORT,1台分,STD/STD,,リア:ノーマルの位置から20mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ボーラ,,00～02,4-Motion 1.8/2.0/2.3-V5/2.8-V6/1.9TDi<br>スタビライザーブラケットがスプリングシート付車両,100000,,291228,KONI-SP-qq-e-i-559k,出さない,フロント:8710-1385×2<br>リア:80-2806×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,125000,出さない,出さない,,
VOLKSWAGEN,ボーラ,,98/11～05,全車種<br>4-Motionを除く<br>バリアントを除く,88800,,291441,KONI-SP-qq-e-i-552k,出さない,フロント:8710-1337×2<br>リア:80-2761×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ボーラ,,99～00,4-Motion 1.8/2.0/2.3-V5/2.8-V6/1.9TDi,98400,,291227,KONI-SP-qq-e-i-556k,出さない,フロント:8710-1337×2<br>リア:80-2806×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,123000,出さない,出さない,,
VOLKSWAGEN,ボーラ バリアント,,00～04,4-Motion 1.9TDi/2.3-V5,100000,,291442,KONI-SP-qq-e-i-565k,出さない,フロント:8710-1385×2<br>リア:80-2806×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,125000,出さない,出さない,,
VOLKSWAGEN,ボーラ バリアント,,99/04～05,全車種<br>4-Motionを除く,88800,,291229,KONI-SP-qq-e-i-562k,出さない,フロント:8710-1337×2<br>リア:80-2815×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ポロ,9N(3),01～09,GTI(Cup含む)/1.9TDI,84800,,291242,KONI-SP-qq-e-i-761k,出さない,フロント:8710-1404×2<br>リア:80-2830×2,KONI,SPORT,1台分,外部/STD,,GTI&1.9TDIに使用する場合はフロント側の減衰力を1回転強めてください。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,106000,出さない,出さない,,
VOLKSWAGEN,ポロ4,9N(3),01/11～09/06,Funタイプ及びクロスポロ/GTI(CUP)を除く,84800,,290759,KONI-SP-qq-e-i-757k,KONI-SP-qq-e-d-i-757k,フロント:8710-1404×2<br>リア:80-2830×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,106000,109200,119800,,
VOLKSWAGEN,ポロ5,6R,09～17/09,GTI含む<br>DCC除く,83200,,290761,KONI-SP-qq-e-i-763k,KONI-SP-qq-e-d-i-763k,フロント:8741-1548×2<br>リア:80-2830×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,104000,107800,118200,,
VOLVO,240シリーズ/260シリーズ,AB,78～93,,78400,,291006,KONI-SP-qq-e-i-791k,出さない,フロント:8641-1245×2<br>リア:26-1129×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,98000,出さない,出さない,,
VOLVO,740 セダン/ワゴン,,88/07～92,ターボ16V除く<br>フロント純正分解式ストラットのみ<br>セルフレベリング装着車を除く,82400,,291245,KONI-SP-qq-e-i-822k,出さない,フロント:8641-1246×2<br>リア:30-1479×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない,,
VOLVO,760 エステート/ワゴン,7B,88/07～90,ターボ含む<br>フロント純正分解式ストラットのみ対応<br>セルフレベリング装着車を除く,82400,,291461,KONI-SP-qq-e-i-823k,出さない,フロント:8641-1246×2<br>リア:30-1479×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない,,
VOLVO,940 セダン/ワゴン,9B,90～97,2.0i-16V ターボ/V6及びリア独立懸架サスペンション車を除く<br>セルフレベリング車を除く<br>フロント純正分解式ストラットのみ対応,82400,,291463,KONI-SP-qq-e-i-829k,出さない,フロント:8641-1246×2<br>リア:30-1479×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない,,
VOLVO,960 ワゴン,9B,90～94,V90<br>セダンは適合外<br>セルフレベリング車を除く<br>フロント純正分解式ストラットのみ対応,82400,,291464,KONI-SP-qq-e-i-830k,出さない,フロント:8641-1246×2<br>リア:30-1479×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない,,
VOLVO,C30,MB,07～14,セルフレベリング車除く,88800,,291007,KONI-SP-qq-e-i-792k,出さない,フロント:8741-1490L/8741-1490R<br>リア:8040-1351×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLVO,S40,MB,04～12,スポーツサスペンションを含む<br>4WD/セルフレベリング車を除く,88800,,291457,KONI-SP-qq-e-i-796k,出さない,フロント:8741-1490L/8741-1490R<br>リア:8040-1353×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLVO,S60 I,RB,00～10/03,T5を含む<br>4WD/S60R車を除く<br>フロント:純正ストラットのみ適合(カートリッジタイプ)<br>セルフレベリング装着車を除く,80800,,291459,KONI-SP-qq-e-i-803k,出さない,フロント:8641-1410×2<br>リア:8040-1277×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,101000,出さない,出さない,,
VOLVO,S60 II/V60 II,RB,10～18,Rデザイン及びAWD含む<br>FourCを除く<br>セルフレベリングシステム車除く,100800,,291460,KONI-SP-qq-e-i-805k,出さない,フロント:8741-1538L/8741-1538R<br>リア:8240-1268×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,出さない,出さない,,
VOLVO,S80 I,TB,98～06/02,T6を含む<br>S80-R/AWD&Four-Cを除く<br>フロント:純正ストラットのみ適合(カートリッジタイプ)<br>セルフレベリング車を除く,80800,,291462,KONI-SP-qq-e-i-824k,出さない,フロント:8641-1410×2<br>リア:8040-1277×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>T6へ装着時はフロントの減衰力を1回転上げてください。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,101000,出さない,出さない,,
VOLVO,S80 II,TB,06/03～16,Rデザイン及びAWD含む<br>FourC/セルフレベリング車を除く,100800,,291009,KONI-SP-qq-e-i-825k,出さない,フロント:8741-1538L/8741-1538R<br>リア:8240-1268×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,出さない,出さない,,
VOLVO,V40,,12～,スポーツサスペンションを含む,88800,,291008,KONI-SP-qq-e-i-799k,出さない,フロント:8741-1580L/8741-1580R<br>リア:8040-1425×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLVO,V50,MB,04～12,スポーツサスペンションを含む<br>4WD/セルフレベリング車を除く,88800,,291458,KONI-SP-qq-e-i-800k,出さない,フロント:8741-1490L/8741-1490R<br>リア:8040-1353×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLVO,V70 II,SB,00～06,4WD/クロスカントリー4WD/V70-R及びセルフレベリング車を除く<br>フロント:純正ストラットのみ適合,81600,,290764,KONI-SP-qq-e-i-813k,KONI-SP-qq-e-d-i-813k,フロント:8641-1410×2<br>リア:8040-1277×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,102000,111400,121600,,
VOLVO,V70 III,,07/03～16,Rデザイン及びAWD含むFour-C除く<br>セルフレベリング車を除く,100800,,290765,KONI-SP-qq-e-i-815k,KONI-SP-qq-e-d-i-815k,フロント:8741-1538L/8741-1538R<br>リア:8240-1268×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,128200,140800,,
スズキ,スイフト,ZC72S/ZD72S,2010/07～2017,1.3/1.5/1.6スポーツ<br>4WD/オプションスポーツサスペンション車除く,91200,,290760,KONI-SP-qq-e-i-75k,KONI-SP-qq-e-d-i-75k,フロント:8741-1581L/8741-1581R<br>リア:8041-1426×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,114000,94800,106200,,
スバル,BRZ,ZC6,2012～,,103200,,290762,KONI-SP-qq-e-i-76k,KONI-SP-qq-e-d-i-76k,フロント:8741-1560L/8741-1560R<br>リア:8041-1416×2,KONI,SPORT,1台分,外部/外部,,リア:アッパーマウントのシャフト穴を12mmに拡大する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,105300,118200,,
スバル,インプレッサ,GE/GH/GR/GV,2007/10～2012,純正モノチューブショック/STI除く,105600,,290763,KONI-SP-qq-e-i-78k,KONI-SP-qq-e-d-i-78k,フロント:8710-1454L/8710-1454R<br>リア:8010-1055×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,132000,110400,123600,,
トヨタ,86,ZN6,12～,2.0 200hp,103200,,290687,KONI-SP-qq-e-i-1k,KONI-SP-qq-e-d-i-1k,フロント:8741-1560L/8741-1560R<br>リア:8041-1416×2,KONI,SPORT,1台分,外部/外部,,リア:アッパーマウントのシャフト穴を12mmに拡大する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,105300,118200,,
トヨタ,MR2,AW11,84/06～86/07,TEMS装着車除く,92800,,290715,KONI-SP-qq-e-i-3k,KONI-SP-qq-e-d-i-3k,フロント:8641-1071×2<br>リア:8641-1072×2,KONI,SPORT,1台分,外部/外部,,リア:メインロッキングナット M42 P1.0<br>フロント&リア取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,116000,96200,107800,,
トヨタ,MR2,AW11,86/08～89/01,TEMS装着車除く,92800,,290722,KONI-SP-qq-e-i-4k,KONI-SP-qq-e-d-i-4k,フロント:8641-1071×2<br>リア:8641-1142×2,KONI,SPORT,1台分,外部/外部,,リア:メインロッキングナット M48 P1.5<br>フロント&リア取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,116000,96200,107800,,
トヨタ,MR2,SW20,89/10～99/09,ビルシュタイン装着車を除く<br>フロント/リア:純正ストラットのみ適合,92800,,290730,KONI-SP-qq-e-i-5k,KONI-SP-qq-e-d-i-5k,フロント:8641-1220×2<br>リア:8641-1221×2,KONI,SPORT,1台分,外部/外部,,フロント&リア取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,116000,96200,107800,,
トヨタ,MR-S,ZZW30,99/10～04,1.8-16V<br>フロント/リア:純正ストラットのみ適合,92800,,290754,KONI-SP-qq-e-i-6k,KONI-SP-qq-e-d-i-6k,フロント:8641-1420×2<br>リア:8641-1422×2,KONI,SPORT,1台分,外部/外部,,フロント&リア取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,116000,96200,107800,,
トヨタ,アルテッツァ,SXE/JXE1#,98～05,スポーツクロス,102400,,290788,KONI-SP-qq-e-i-9k,KONI-SP-qq-e-d-i-9k,フロント:8041-1264×2<br>リア:8041-1265×2,KONI,SPORT,1台分,外部/外部,20/15,Cリング式,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,104600,117400,,
トヨタ,アルテッツァ,SXE/JXE1#,98～05,セダン,102400,,290777,KONI-SP-qq-e-i-8k,KONI-SP-qq-e-d-i-8k,フロント:8041-1264×2<br>リア:8041-1265×2,KONI,SPORT,1台分,外部/外部,20/15,Cリング式,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,104600,117400,,
トヨタ,ヴィッツ,SCP10/NCP10,99/01～05/01,RS/4WD車を除く,76000,,290661,KONI-SP-qq-e-i-10k,KONI-SP-qq-e-d-i-10k,フロント:8710-1403×2<br>リア:80-2827×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,95000,81500,91000,,
トヨタ,カローラ,AE86,83/05～87/05,カローラGT-TC16 クーペ,68800,,290665,KONI-SP-qq-e-i-12k,KONI-SP-qq-e-d-i-12k,フロント:86-1991×2<br>リア:80-2437×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,86000,85200,93800,,
トヨタ,カローラ,TE70/TE71/TE72,80～83,GT クーペDOHC/リフトバックDX/SE1.6,68800,,291191,KONI-SP-qq-e-i-11k,出さない,フロント:86-1991×2<br>リア:80-2437×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,86000,出さない,出さない,,
トヨタ,スープラ,MA70,86～93,ターボ含む,70400,,290669,KONI-SP-qq-e-i-14k,KONI-SP-qq-e-d-i-14k,フロント:8040-1063×2<br>リア:8040-1064×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,88000,76600,85400,,
トヨタ,セリカ,ZZT230,99～06,1.8/2.0-16V VVTi(スポーツ含む)<br>フロント純正ストラットのみ KYB48520-2B290除く<br>リヤOE番号47530-2B760除く,89600,,290666,KONI-SP-qq-e-i-13k,KONI-SP-qq-e-d-i-13k,フロント:8641-1409×2<br>リア:8041-1276×2,KONI,SPORT,1台分,外部/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,112000,93400,104600,,
日産,シルビア,S13,89～94,フロント純正ストラット/リアKYB製ショック車のみ,78400,,290726,KONI-SP-qq-e-i-58k,KONI-SP-qq-e-d-i-58k,フロント:8641-1361×2<br>リア:8040-1081×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,98000,83600,93400,,
日産,フェアレディZ,Z31,83/10～89/06,,83200,,291233,KONI-SP-qq-e-i-64k,出さない,フロント:8641-1060×2<br>リア:26-1248×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,104000,出さない,出さない,,
日産,フェアレディZ,Z32,89/07～00/08,,77600,,290742,KONI-SP-qq-e-i-65k,KONI-SP-qq-e-d-i-65k,フロント:8041-1118×2<br>リア:8040-1119×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,97000,82900,92600,,
日産,フェアレディZ,Z33,02/07～08/11,,140800,,290745,KONI-SP-qq-e-i-66k,KONI-SP-qq-e-d-i-66k,フロント:8241-1216L/8241-1216R<br>リア:8241-1217×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,176000,138200,155800,,
ホンダ,S2000,AP1/AP2,1999～2008,ショウワ製のみ適合,94400,,290664,KONI-SP-qq-e-i-113k,KONI-SP-qq-e-d-i-113k,フロント:8041-1278L/8041-1278R<br>リア:8041-1279×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,118000,97600,109400,,
ホンダ,シビックタイプR,EP3,2001～2005,フロント純正ストラットφ55mm,96000,,290663,KONI-SP-qq-e-i-111k,KONI-SP-qq-e-d-i-111k,フロント:8610-1415×2<br>リア:8010-1050×2,KONI,SPORT,1台分,外部/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,99000,111000,,
マツダ,CX-5,KE,2012～2017/06,2WD&4WD<br>リアショック下側取り付け部の穴径20mm及び14mm共に対応,102400,,290659,KONI-SP-qq-e-i-107k,KONI-SP-qq-e-d-i-107k,フロント:8741-1579L/8741-1579R<br>リア:8040-1424×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,104600,117400,,
マツダ,RX-8,SE3P,2003/04～2008,08年モデル ショーワ製ダンパー車のみ,93600,,290660,KONI-SP-qq-e-i-109k,KONI-SP-qq-e-d-i-109k,フロント:8241-1226×2<br>リア:8240-1227×2,KONI,SPORT,1台分,外部/STD,,純正ダストカバーのシャフト穴を12mmに拡大する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,117000,96900,108600,,
マツダ,RX-8,SE3P,2008～2012,マイナーチェンジ後<br>08年モデル ビルシュタイン製ダンパー車のみ,94400,,290662,KONI-SP-qq-e-i-110k,KONI-SP-qq-e-d-i-110k,フロント:8241-1226×2<br>リア:8240-1280×2,KONI,SPORT,1台分,外部/STD,,純正ダストカバーのシャフト穴を12mmに拡大する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,118000,97600,109400,,
マツダ,アクセラ,BK,2006～2008/12,3MPS/マツダスピード3,88800,,290774,KONI-SP-qq-e-i-88k,KONI-SP-qq-e-d-i-88k,フロント:8741-1490L/8741-1490R<br>リア:8040-1354×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,92700,103800,,
マツダ,アクセラ,BL,2009/01～2013,3MPS/マツダスピード3,88800,,290779,KONI-SP-qq-e-i-91k,KONI-SP-qq-e-d-i-91k,フロント:8741-1490L/8741-1490R<br>リア:8040-1353×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,92700,103800,,
マツダ,アクセラセダン/アクセラハッチバック,BK,2003/10～2008,マツダスピードアクセラ及び4WD車を除く<br>マツダスポーツサスペンション車含む,88800,,290771,KONI-SP-qq-e-i-86k,KONI-SP-qq-e-d-i-86k,フロント:8741-1487L/8741-1487R<br>リア:8040-1354×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,92700,103800,,
マツダ,アクセラセダン/アクセラハッチバック,BL,2009/01～2013,マツダスピードアクセラ及び4WD車を除く<br>マツダスポーツサスペンション車含む,88800,,290778,KONI-SP-qq-e-i-90k,KONI-SP-qq-e-d-i-90k,フロント:8741-1487L/8741-1487R<br>リア:8040-1351×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,92700,103800,,
マツダ,アクセラセダン/アクセラハッチバック,BM,2013～2018,ディーゼル含む,88800,,290784,KONI-SP-qq-e-i-93k,KONI-SP-qq-e-d-i-93k,フロント:8741-1577L/8741-1577R<br>リア:8040-1422×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,92700,103800,,
マツダ,アテンザスポーツワゴン,GG,2002～2008,4WD車を除く<br>フロント:純正ストラットのみ適合(2.0DI除く),79200,,290652,KONI-SP-qq-e-i-100k,KONI-SP-qq-e-d-i-100k,フロント:8041-1305×2<br>リア:8040-1306×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,84300,94200,,
マツダ,アテンザセダン,GJ,2012～,4WD車を含む,94400,,290653,KONI-SP-qq-e-i-101k,KONI-SP-qq-e-d-i-101k,フロント:8741-1578L/8741-1578R<br>リア:8040-1423×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,118000,97600,109400,,
マツダ,アテンザセダン/アテンザハッチバック,GG,2002～2008,4WD車を除く<br>フロント:純正ストラットのみ適合(2.0DI除く),79200,,290787,KONI-SP-qq-e-i-99k,KONI-SP-qq-e-d-i-99k,フロント:8041-1305×2<br>リア:8040-1306×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,84300,94200,,
マツダ,アテンザワゴン,GJ,2012～,スポーツブレーク(4WD車を含む),94400,,290654,KONI-SP-qq-e-i-102k,KONI-SP-qq-e-d-i-102k,フロント:8741-1578L/8741-1578R<br>リア:8040-1423×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,118000,97600,109400,,
マツダ,プレマシー,CREW/CR3W,2005/02～2010,4WD車を除く,88800,,290785,KONI-SP-qq-e-i-95k,KONI-SP-qq-e-d-i-95k,フロント:8741-1490L/8741-1490R<br>リア:8040-1354×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,92700,103800,,
マツダ,プレマシー,CWEFW,2010～2017,4WD車を除く,88800,,290786,KONI-SP-qq-e-i-97k,KONI-SP-qq-e-d-i-97k,フロント:8741-1490L/8741-1490R<br>リア:8040-1354×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,92700,103800,,
マツダ,ユーノスロードスター,NA,1989/09～1997/12,,91200,,290655,KONI-SP-qq-e-i-103k,KONI-SP-qq-e-d-i-103k,フロント:8041-1203×2<br>リア:8041-1204×2,KONI,SPORT,1台分,外部/外部,20/15,Cリング式<br>フロント/リア:アッパーマウントのシャフト穴を12mmに拡大する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,114000,94800,106200,,
マツダ,ロードスター,NB,1998/01～2005/07,,96000,,290656,KONI-SP-qq-e-i-104k,KONI-SP-qq-e-d-i-104k,フロント:8041-1251×2<br>リア:8041-1252×2,KONI,SPORT,1台分,外部/外部,,フロント/リア:アッパーマウントのシャフト穴を12mmに拡大する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,99000,111000,,
マツダ,ロードスター,NCEC,2005/08～,,104000,,290657,KONI-SP-qq-e-i-105k,KONI-SP-qq-e-d-i-105k,フロント:8241-1243×2<br>リア:8241-1244×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,106000,119000,,
マツダ,ロードスター,ND,2015/04～,OEMビルシュタイン車含む,104000,,290658,KONI-SP-qq-e-i-106k,KONI-SP-qq-e-d-i-106k,フロント:8241-1310×2<br>リア:8241-1311×2,KONI,SPORT,1台分,外部/外部,,スプリングロアシート固定タイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,106000,119000,,
三菱,ランサーハッチバック/ランサーセダン,CX/CY,2007～2016,AWD含む<br>Evo除く,81600,,291249,KONI-SP-qq-e-i-85k,出さない,フロント:8741-1593L/8741-1593R<br>リア:8040-1432×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,102000,出さない,出さない,,
