自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,エリオ,RA21S/RB21S/RC51S/RD51S,01/01～,,フロント,20600,,94069,371070,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,カプチーノ,EA11R/EA21R,91/10～,,フロント,15800,,87807,371010,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,カプチーノ,EA11R/EA21R,91/10～,,リア,15000,,120513,375044,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,15000,12000,3000
スズキ,カルタス/カルタスクレセント/カルタスエスティーム,AA34S,88/8～98/7,GT-i/GT-iA(DOHC),フロント,20600,,85218,321182,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,カルタス/カルタスクレセント/カルタスエスティーム,AF34S,88/8～98/7,GT-i/GT-iA(DOHC),フロント,20600,,78989,321182,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,カルタス/カルタスクレセント/カルタスエスティーム,AH14S/AJ14S/AH64S/AJ64S,88/8～98/7,,フロント,15800,,94066,371010,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,カルタス/カルタスクレセント/カルタスエスティーム,AK34S,88/8～98/7,,フロント,20600,,104925,321182,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,カルタス/カルタスクレセント/カルタスエスティーム,GC41W,95/1～02/08,,リア,19000,,91879,355042,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
スズキ,キザシ,RE91S/RF91S,09/10～,,フロント,20600,,104322,321552,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,キザシ,RE91S/RF91S,09/10～,,リア,19000,,87447,335112,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
スズキ,キャラ,PG6SS,93/1～,,フロント,15800,,100583,371026,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,キャリイ/エブリイ,DA17V/DA17W,15/02～,,フロント,15800,,100586,371082,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
