自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,クロスビー,MN71S,17/12～,,フロント,24600,,107385,371058,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,シボレークルーズ,HR51S/HR52S/HR81S/HR82S,01/12～,,フロント,24600,,108179,371058,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,スイフト,HT51S,00/01～05/04,,フロント,24600,,88773,371058,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,スイフト,HT81S,00/01～05/04,,フロント,24600,,75947,371058,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,スペーシア,MK32S/MK42S,13/03～17/12,,フロント,24600,,96010,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,スペーシアカスタム,MK32S/MK42S,13/03～17/12,,フロント,24600,,115829,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボ,HG21S,06/09～,NA&ターボ,フロント,24600,,122478,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボモード,CN21S,90/7～91/9,ABS付,フロント,24600,,94666,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボモード,CN21S,90/7～91/9,ABS無,フロント,24600,,75943,371026,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボモード,CN22S,91/8～95/9,NA 3ドア<br>車台No.→250000 ABS付,フロント,24600,,122154,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボモード,CN22S,91/8～95/9,NA 3ドア<br>車台No.→250000 ABS無,フロント,24600,,121451,371026,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボモード,CN22S,91/8～95/9,NA 3ドア<br>車台No.250001→370000,フロント,24600,,82476,371026,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボモード,CN22S,91/8～95/9,NA 5ドア<br>車台No.700001→870000,フロント,24600,,75944,371026,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボモード,CN22S,91/8～95/9,ターボ 3ドア<br>車台No.→250000 ABS付,フロント,24600,,122155,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,セルボモード,CN22S,91/8～95/9,ターボ 3ドア<br>車台No.→250000 ABS無,フロント,24600,,121452,371026,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
