自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
ALFAROMEO,アルフェッタ,,,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,281853,,211984,3AA-AR8-A1-000-qq-e-80,出さない,3AA.AR8.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,150/12|150/15,,,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,360000,出さない,受注生産　2～3週間程度
ALFAROMEO,ジュリア/ジュリアクーペ,2000GTV,1971～1976,,Fr：純正流用<br>Rr：純正流用,258586,,211269,3AA-AR7-A1-000-qq-e-81,出さない,3AA.AR7.A1.000,Aragosta,全長調整式車高調,S,純正流用|純正流用,150/24|200/4,,,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,330000,出さない,受注生産　2～3週間程度
ALFAROMEO,ジュリエッタ,940,2012.2～,1.4T/1.75TBi,Fr：固定式ピロボール<br>Rr：純正流用,447370,,212647,3AA-ARB-A1-000-2CUP-qq-e-105,出さない,3AA.ARB.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|純正流用,175/10|150/4,20|25,+30/-15|+25/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,550000,出さない,受注生産　1ヶ月程度
ALFAROMEO,ジュリエッタ,940/1.4T、1.75TBi,2012/2～,,Fr：固定式ピロボール<br>Rr：純正流用,258586,,212318,3AA-ARB-A1-000-qq-e-1,3AA-ARB-A1-000-qq-e-d-1,3AA.ARB.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|純正流用,175/10|150/4,20|25,+30/-15|+25/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,330000,287500,受注生産　2～3週間程度
ALFAROMEO,ジュリエッタスプリント/ジュリエッタスパイダー,750/101,～1965,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,243075,,212641,3AA-AR6-A1-00-qq-e-82,出さない,3AA.AR6.A1.00,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,150/24|150/3,585|565,,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,310000,出さない,受注生産　2～3週間程度
ALFAROMEO,ジュリエッタスプリント/ジュリエッタスパイダー,750/101,1965～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,243075,,212642,3AA-AR6-B1-000-qq-e-83,出さない,3AA.AR6.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,150/20|200/3,585|565,,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,310000,出さない,受注生産　2～3週間程度
ALFAROMEO,ブレラ,939,2006.4～2011.1,2.2JTS,Fr：固定式ピロボール<br>Rr：固定式ピロボール,439236,,211987,3AA-ARD-B1-000-2CUP-qq-e-18,出さない,3AA.ARD.B1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,固定式ピロボール|固定式ピロボール,200/18|200/10,40|35,+15/-32|+20/-53,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,540000,出さない,受注生産　1ヶ月程度
ALFAROMEO,ブレラ,939/2.2JTS,2006/4～2011/1,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,258586,,211988,3AA-ARD-B1-000-qq-e-84,出さない,3AA.ARD.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/18|200/10,40|35,+15/-32|+20/-53,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,330000,出さない,受注生産　2～3週間程度
ASTONMARTIN,DB9,,2003/10～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,351656,,211970,3AA-AM1-A1-000-qq-e-87,出さない,3AA.AM1.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,250/10|250/12,25|35,+35/-35|+30/-43,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,450000,出さない,受注生産　2～3週間程度
ASTONMARTIN,DB9,,2003/10～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,336144,,212635,3AA-AM1-A1-R00-qq-e-88,出さない,3AA.AM1.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,250/10|250/12,25|35,+35/-35|+30/-43,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,430000,出さない,受注生産　2～3週間程度
ASTONMARTIN,DBS,,2007/8～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,359412,,211266,3AA-AM4-A1-R00-qq-e-89,出さない,3AA.AM4.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,200/140|250/12,30|30,+30/-30|+10/-55,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,460000,出さない,受注生産　2～3週間程度
ASTONMARTIN,DBS,,2007/8～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,374923,,211972,3AA-AM4-A1-000-qq-e-90,出さない,3AA.AM4.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/140|250/12,30|30,+30/-30|+10/-55,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,480000,出さない,受注生産　2～3週間程度
ASTONMARTIN,ヴァンキッシュ,V12,2001/10～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,374923,,211264,3AA-AM2-A1-000-qq-e-92,出さない,3AA.AM2.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,225/10|200/10,30|30,+30/-35|+35/-30,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,480000,出さない,受注生産　2～3週間程度
ASTONMARTIN,ヴァンキッシュ,V12,2001/10～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,359412,,211617,3AA-AM2-A1-R00-qq-e-91,出さない,3AA.AM2.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,225/10|200/10,30|30,+30/-35|+35/-30,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,460000,出さない,受注生産　2～3週間程度
ASTONMARTIN,ヴァンキッシュ,V12,2012/9～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,374923,,211973,3AA-AM6-A1-000-qq-e-93,出さない,3AA.AM6.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,225/10|225/12,30|30,+30/-19|+30/-13,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,480000,出さない,受注生産　2～3週間程度
ASTONMARTIN,ヴァンキッシュ,V12,2012/9～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,359412,,211974,3AA-AM6-A1-R00-qq-e-94,出さない,3AA.AM6.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,225/10|225/12,30|30,+30/-19|+30/-13,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,460000,出さない,受注生産　2～3週間程度
ASTONMARTIN,ヴァンテージ,V12,2009/9～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,374923,,211971,3AA-AM3-B1-000-qq-e-96,出さない,3AA.AM3.B1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,225/10|225/12,30|30,+30/-18|+30/-12,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,480000,出さない,受注生産　2～3週間程度
ASTONMARTIN,ヴァンテージ,V12,2009/9～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,359412,,212309,3AA-AM3-B1-R00-qq-e-95,出さない,3AA.AM3.B1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,225/10|225/12,30|30,+30/-18|+30/-12,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,460000,出さない,受注生産　2～3週間程度
ASTONMARTIN,ヴァンテージ,V8,2005/6～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,343900,,211265,3AA-AM3-A1-R00-qq-e-98,出さない,3AA.AM3.A1.R00,Aragosta,全長調整式車高調,S,固定式強化ラバー|固定式強化ラバー,200/14|200/16,30|30,+10/-55|+5/-60,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,440000,出さない,受注生産　2～3週間程度
ASTONMARTIN,ヴァンテージ,V8,2005/6～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,359412,,211618,3AA-AM3-A1-000-qq-e-97,出さない,3AA.AM3.A1.000,Aragosta,全長調整式車高調,S,固定式ピロボール|固定式ピロボール,200/14|200/16,30|30,+10/-55|+5/-60,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,460000,出さない,受注生産　2～3週間程度
AUDI,A3 ハッチ/スポーツバック/セダン,8P,2003.3～2012.4,2.0T/3.2V6 クワトロ,Fr：調整式ピロボール<br>Rr：純正流用,463638,,211275,3AA-AU5-A1-000-2CUP-qq-e-20,出さない,3AA.AU5.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|純正流用,175/11|225/5,45|35,+30/-15|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm<br>電子制御式ダンパー無し,570000,出さない,受注生産　1ヶ月程度
AUDI,A3 ハッチ/スポーツバック/セダン,8P,2003.3～2012.4,2WD ALL MODEL,Fr：調整式ピロボール<br>Rr：純正流用,463638,,212325,3AA-AU5-B1-000-2CUP-qq-e-19,出さない,3AA.AU5.B1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|純正流用,175/10|225/4,45|35,+30/-15|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm<br>電子制御式ダンパー無し,570000,出さない,受注生産　1ヶ月程度
AUDI,A3 ハッチ/スポーツバック/セダン,8V,2012.5～,1.4TSi 2WD,Fr：調整式ピロボール<br>Rr：純正流用,463638,,211992,3AA-AUB-B1-000-2CUP-qq-e-136,出さない,3AA.AUB.B1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|純正流用,175/10|200/4,20|30,+30/-20|+17/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm<br>電子制御式ダンパー無し<br>リアマルチリンクサスペンション車,570000,出さない,受注生産　1ヶ月程度
AUDI,A3 ハッチ/スポーツバック/セダン,8V,2012.5～,1.8TSi/2.0TSi クワトロ,Fr：調整式ピロボール<br>Rr：純正流用,463638,,211990,3AA-AUB-A1-000-2CUP-qq-e-110,出さない,3AA.AUB.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|純正流用,175/10|200/5,20|30,+30/-20|+17/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm<br>電子制御式ダンパー無し<br>リアマルチリンクサスペンション車,570000,出さない,受注生産　1ヶ月程度
AUDI,A3ハッチ/スポーツバック/セダン,8L/1.8T クワトロ,1996/9～2005/3,,Fr：純正流用<br>Rr：純正流用,266342,,211273,3AA-AU3-A1-000-qq-e-99,出さない,3AA.AU3.A1.000,Aragosta,全長調整式車高調,S,純正流用|純正流用,175/9|(10),30|30,+20/-33|+20/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,,340000,出さない,受注生産　2～3週間程度
AUDI,A3ハッチ/スポーツバック/セダン,8P/2.0T、3.2V6 クワトロ,2003/3～2012/4,電子制御式ダンパー無し,Fr：調整式ピロボール<br>Rr：純正流用,274098,,212324,3AA-AU5-A1-000-qq-e-5,3AA-AU5-A1-000-qq-e-d-5,3AA.AU5.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|純正流用,175/11|225/5,45|35,+30/-15|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm,350000,302500,受注生産　2～3週間程度
AUDI,A3ハッチ/スポーツバック/セダン,8P/2WD ALL MODEL,2003/3～2012/4,電子制御式ダンパー無し,Fr：調整式ピロボール<br>Rr：純正流用,274098,,211629,3AA-AU5-B1-000-qq-e-7,3AA-AU5-B1-000-qq-e-d-7,3AA.AU5.B1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|純正流用,175/10|225/4,45|35,+30/-15|+40/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm,350000,302500,受注生産　2～3週間程度
AUDI,A3ハッチ/スポーツバック/セダン,8V/1.4TSi 2WD,2012/5～,電子制御式ダンパー無し<br>リアマルチリンクサスペンション車,Fr：調整式ピロボール<br>Rr：純正流用,274098,,211280,3AA-AUB-B1-000-qq-e-2,出さない,3AA.AUB.B1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|純正流用,175/10|200/4,20|30,+30/-20|+17/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm,350000,出さない,受注生産　2～3週間程度
AUDI,A3ハッチ/スポーツバック/セダン,8V/1.8TSi、2.0TSi クワトロ,2012/5～,電子制御式ダンパー無し<br>リアマルチリンクサスペンション車,Fr：調整式ピロボール<br>Rr：純正流用,274098,,212328,3AA-AUB-A1-000-qq-e-3,出さない,3AA.AUB.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|純正流用,175/10|200/5,20|30,+30/-20|+17/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm,350000,出さない,受注生産　2～3週間程度
