自動車メーカー,車種,型式/通称型式,年式,駆動方式,適合詳細,車高設定範囲<br>(参考値),販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー名,商品名,アッパーマウント(F|R),バネレート(F|R),車高設定範囲(参考値)F|R,ダウン量(参考値)F|R,減衰力調整,備考,注意事項,定価,SET価格,,取付特記事項,データ追加日
日産,キューブ,Z10/AZ10,,2WD,,Fr：570mm～648mm<br>Rr：547mm～630mm,73000,,248405,01011207052-qq-334,01011207052-qq-d-451,Largus,Spec S,固定式強化ゴム|マウントレス,4k|3k,570mm～648mm|547mm～630mm,,32段階調整,フロント側のABSハーネスの固定方法が純正とは取り付け方が異なります,,73000,88000,,,20191023初期
日産,キューブ,Z12/NZ12,,Z12:2WD<br>NZ12:4WD,,Fr：602mm～650mm<br>Rr：610mm～650mm,73000,,248137,01011207013-qq-335,01011207013-qq-d-452,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5k,602mm～650mm|610mm～650mm,,32段階調整,,,73000,88000,,,20191023初期
日産,サニー,B15/FB15/QB15/SB15,,2WD,,Fr：555mm～650mm<br>Rr：610mm～660mm,73000,,248607,01011207043-qq-364,01011207043-qq-d-480,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|5k,555mm～650mm|610mm～660mm,,32段階調整,,,73000,88000,,,20191023初期
日産,サニーADワゴン/サニーADバン,VY10/VEY10/VFY10/VSY10/VFNY10/WY10/WEY10/WFY10/WSY10/WFNY10,,VY10/VEY10/VFY10/VSY10/WY10/WEY10/WFY10/WSY10:2WD<br>VFNY10/WFNY10:4WD,,Fr：585mm～667mm<br>Rr：585mm(固定式),83000,,248141,01011207018-qq-365,01011207018-qq-d-481,Largus,Spec S,調整式ピロ|マウントレス,5k|3k,585mm～667mm|585mm(固定式),,32段階調整,,,83000,98000,,,20191023初期
日産,シーマ,FGY33/FHY33,,2WD,キャリパーブラケット穴径12φ/アクティブサス車不可,Fr：617mm～725mm<br>Rr：592mm～675mm,128000,,248401,01011207044-qq-367,01011207044-qq-d-483,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,617mm～725mm|592mm～675mm,,32段階調整,スピンドル付き(純正ストラット下取り制ではありません),,128000,153000,,,20191023初期
日産,シーマ,FGY33/FHY33,,2WD,キャリパーブラケット穴径14φ/アクティブサス車不可,Fr：617mm～725mm<br>Rr：592mm～675mm,125000,,248403,01011207048-qq-368,01011207048-qq-d-484,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,617mm～725mm|592mm～675mm,,32段階調整,スピンドル付き(純正ストラット下取り制ではありません),,125000,150000,,,20191023初期
日産,シーマ,HF50/GF50,,2WD,,Fr：613mm～680mm<br>Rr：597mm～663mm,128000,,248158,01011207050-qq-369,01011207050-qq-d-485,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|5k(別体スプリング:6K),613mm～680mm|597mm～663mm,,32段階調整,スピンドル付き(純正ストラット下取り制ではありません),こちらの車輌はオフセットにより車高調とタイヤ・ホイールが干渉する場合あり<br>干渉の恐れがある場合はタイヤ・ホイールサイズを変更するか、ホイルスペーサー等で調整して下さい,128000,153000,,,20191023初期
日産,シーマハイブリッド,HGY51,,2WD,,Fr：645mm～723mm<br>Rr：662mm～744mm,73000,,248604,01011207032-qq-8,01011207032-qq-d-8,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|10k,645mm～723mm|662mm～744mm,,32段階調整,,,73000,98000,,,20191023初期
日産,ジューク,F15/YF15,,2WD,,Fr：635mm～730mm<br>Rr：670mm～715mm,74000,,248400,01011207041-qq-389,01011207041-qq-d-504,Largus,Spec S,固定式強化ゴム|マウントレス,6k|4.5k,635mm～730mm|670mm～715mm,-95mm～±0mm|-60mm～-15mm,32段階調整,,,74000,89000,,,20191023初期
日産,ジューク,NF15,,4WD,ニスモ適合可,Fr：645mm～737mm<br>Rr：650mm～693mm,79000,,248411,01011207067-qq-390,01011207067-qq-d-505,Largus,Spec S,固定式強化ゴム|マウントレス,6k|4.5k,645mm～737mm|650mm～693mm,,32段階調整,,,79000,94000,,,20191023初期
日産,シルビア,S14,,2WD,,Fr：600mm～710mm<br>Rr：600mm～695mm,80000,,248772,01011207002-qq-393,01011207002-qq-d-507,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,600mm～710mm|600mm～695mm,,32段階調整,,,80000,95000,,,20191023初期
日産,シルビア,S15,,2WD,,Fr：615mm～690mm<br>Rr：635mm～730mm,80000,,248410,01011207063-qq-394,01011207063-qq-d-508,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,615mm～690mm|635mm～730mm,,32段階調整,ブレーキホースブラケット要加工,,80000,95000,,,20191023初期
日産,シルビア/180SX,RPS13/RS13/PS13/S13,,2WD,,Fr：600mm～660mm<br>Rr：590mm～640mm,80000,,248132,01011207001-qq-392,01011207001-qq-d-506,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,600mm～660mm|590mm～640mm,,32段階調整,,,80000,95000,,,20191023初期
日産,シルフィ,TB17,,2WD,,Fr：622mm～698mm<br>Rr：650mm～695mm,73000,,248161,01011207059-qq-395,01011207059-qq-d-509,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5k,622mm～698mm|650mm～695mm,,32段階調整,,,73000,88000,,,20191023初期
日産,スカイライン,ECR33,,2WD,リアブラケット形状要確認:丸目型のみ装着可,Fr：595mm～655mm<br>Rr：590mm～675mm,83000,,248380,01011207006-qq-406,01011207006-qq-d-520,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,595mm～655mm|590mm～675mm,,32段階調整,,,83000,98000,,,20191023初期
日産,スカイライン,ENR34,,4WD,,Fr：605mm～660mm<br>Rr：600mm～670mm,80000,,248157,01011207047-qq-407,01011207047-qq-d-521,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,605mm～660mm|600mm～670mm,,32段階調整,,,80000,95000,,,20191023初期
日産,スカイライン,ER34,,2WD,リアブラケット形状要確認:コの字型のみ装着可,Fr：595mm～704mm<br>Rr：593mm～677mm,80000,,248381,01011207007-qq-408,01011207007-qq-d-522,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,595mm～704mm|593mm～677mm,,32段階調整,,,80000,95000,,,20191023初期
日産,スカイライン,HCR32,,2WD,リアブラケット形状要確認:丸目型のみ装着可,Fr：585mm～655mm<br>Rr：600mm～700mm,83000,,248379,01011207005-qq-409,01011207005-qq-d-523,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,585mm～655mm|600mm～700mm,,32段階調整,,,83000,98000,,,20191023初期
日産,スカイライン,NV35,,4WD,,Fr：632mm～713mm<br>Rr：644mm～692mm,73000,,248156,01011207046-qq-410,01011207046-qq-d-524,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|8k,632mm～713mm|644mm～692mm,,32段階調整,,,73000,88000,,,20191023初期
日産,スカイライン,NV36,,4WD,,Fr：660mm～733mm<br>Rr：670mm～716mm,75000,,248408,01011207060-qq-411,01011207060-qq-d-525,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,12k|8k,660mm～733mm|670mm～716mm,,32段階調整,,,75000,90000,,,20191023初期
日産,スカイライン,V35/PV35/CPV35,,2WD,,Fr：610mm～685mm<br>Rr：630mm～670mm,84000,,248591,01011207003-qq-412,01011207003-qq-d-526,Largus,Spec S,固定式ピロ|固定式ピロ,10k|8k,610mm～685mm|630mm～670mm,,32段階調整,減衰力調整ダイヤル延長ケーブル 250mm×2本付属,,84000,99000,,,20191023初期
日産,スカイライン,V36,,2WD,,Fr：657mm～765mm<br>Rr：630mm～678mm,84000,,248164,01011207071-qq-413,01011207071-qq-d-527,Largus,Spec S,固定式ピロ|マウントレス,12k|10k,657mm～765mm|630mm～678mm,,32段階調整,,,84000,99000,,,20191023初期
日産,スカイラインGT-R,BCNR33,,4WD,,Fr：625mm～687mm<br>Rr：615mm～686mm,80000,,248149,01011207034-qq-414,01011207034-qq-d-528,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,625mm～687mm|615mm～686mm,,32段階調整,,,80000,95000,,,20191023初期
日産,スカイラインGT-R,BNR32,,4WD,,Fr：615mm～665mm<br>Rr：586mm～654mm,83000,,248394,01011207033-qq-415,01011207033-qq-d-529,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,615mm～665mm|586mm～654mm,,32段階調整,,,83000,98000,,,20191023初期
日産,スカイラインGT-R,BNR34,,4WD,,Fr：620mm～680mm<br>Rr：620mm～680mm,80000,,248782,01011207034-qq-416,01011207034-qq-d-530,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,620mm～680mm|620mm～680mm,,32段階調整,,,80000,95000,,,20191023初期
日産,スカイラインクーペ,CKV36,,2WD,,Fr：640mm～725mm<br>Rr：635mm～685mm,84000,,248412,01011207071-qq-417,01011207071-qq-d-531,Largus,Spec S,固定式ピロ|マウントレス,12k|10k,640mm～725mm|635mm～685mm,,32段階調整,,,84000,99000,,,20191023初期
日産,スカイラインクーペ,CPV35,,2WD,,,84000,,248773,01011207003-qq-418,01011207003-qq-d-532,Largus,Spec S,固定式ピロ|固定式ピロ,10k|8k,,,32段階調整,減衰力調整ダイヤル延長ケーブル 250mm×2本付属,,84000,99000,,,20191023初期
日産,スカイラインクロスオーバー,J50,,2WD,,Fr：670mm～735mm<br>Rr：685mm～735mm,79000,,248152,01011207039-qq-419,01011207039-qq-d-533,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,12k|8k,670mm～735mm|685mm～735mm,-65mm～±0mm|-65mm～-15mm,32段階調整,,,79000,94000,,,20191023初期
日産,スカイラインハイブリッド,HV37,,2WD,,Fr：636mm～701mm<br>Rr：638mm～706mm,76000,,248162,01011207066-qq-420,01011207066-qq-d-534,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|8k,636mm～701mm|638mm～706mm,-61mm～+4mm|-58mm～+10mm,32段階調整,リア減衰力調整ダイヤル延長ケーブル取り付け不可,,76000,91000,,,20191023初期
日産,ステージア,M35/HM35/PM35,,2WD,,Fr：623mm～685mm<br>Rr：630mm～680mm,73000,,248150,01011207035-qq-423,01011207035-qq-d-537,Largus,Spec S,固定式強化ゴム|マウントレス,10k|8k,623mm～685mm|630mm～680mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ステージア,NM35/PNM35,,4WD,,Fr：630mm～705mm<br>Rr：625mm～675mm,73000,,248399,01011207040-qq-424,01011207040-qq-d-538,Largus,Spec S,固定式強化ゴム|マウントレス,10k|8k,630mm～705mm|625mm～675mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ステージア,WGC34,,2WD,リアブラケットの形状がコの字型のみ装着可能,Fr：595mm～655mm<br>Rr：605mm～680mm,83000,,248786,01011207069-qq-426,01011207069-qq-d-539,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,595mm～655mm|605mm～680mm,,32段階調整,ABSセンサータイラップ固定,,83000,98000,,,20191023初期
日産,ステージア,WGC34,,2WD,リアブラケットの形状が丸字型のみ装着可能,Fr：595mm～655mm<br>Rr：605mm～680mm,83000,,248780,01011207027-qq-425,01011207027-qq-d-540,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,595mm～655mm|605mm～680mm,,32段階調整,ABSセンサータイラップ固定,,83000,98000,,,20191023初期
日産,ステージア,WGNC34,,4WD,リヤ取付下部形状要確認:コの字型のみ装着可,Fr：594mm～654mm<br>Rr：592mm～679mm,76000,,248140,01011207017-qq-427,01011207017-qq-d-541,Largus,Spec S,固定式ピロ|固定式強化ゴム,8k|6k,594mm～654mm|592mm～679mm,,32段階調整,,,76000,91000,,,20191023初期
日産,セドリック/グロリア,HY33/MY33/PY33/Y33,,2WD,,Fr：610mm～715mm<br>Rr：570mm～650mm,128000,,248608,01011207044-qq-445,01011207044-qq-d-559,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,610mm～715mm|570mm～650mm,,32段階調整,スピンドル付き(純正ストラット下取り制ではありません),,128000,153000,,,20191023初期
日産,セドリック/グロリア,HY34/MY34,,2WD,,Fr：600mm～700mm<br>Rr：610mm～665mm,125000,,248155,01011207045-qq-446,01011207045-qq-d-560,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|5k(別体スプリング:6K),600mm～700mm|610mm～665mm,,32段階調整,スピンドル付き(純正ストラット下取り制ではありません),,125000,150000,,,20191023初期
日産,セフィーロ,A31,,2WD,4WD除く,,83000,,296108,01011207009-qq-28k,01011207009-qq-d-28k,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|6k,,,32段階調整,,,83000,98000,,,20200701追加
日産,セフィーロ,A32/PA32/HA32,,2WD,,Fr：610mm～690mm<br>Rr：625mm～735mm,77000,,248389,01011207023-qq-448,01011207023-qq-d-562,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,8k|6k,610mm～690mm|625mm～735mm,,32段階調整,,,77000,92000,,,20191023初期
日産,セフィーロ,A33/PA33,,2WD,,Fr：595mm～670mm<br>Rr：590mm～640mm,77000,,248778,01011207024-qq-449,01011207024-qq-d-563,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,8k|6k,595mm～670mm|590mm～640mm,,32段階調整,,,77000,92000,,,20191023初期
日産,セレナ,C25/CC25,,2WD,,Fr：615mm～675mm<br>Rr：635mm～669mm,73000,,248598,01011207016-qq-460,01011207016-qq-d-574,Largus,Spec S,固定式強化ゴム|マウントレス,6k|6k,615mm～675mm|635mm～669mm,-85mm～-29mm|-73mm～-37mm,32段階調整,,,73000,88000,,,20191023初期
日産,セレナ,C26/FC26,,2WD,,Fr：605mm～665mm<br>Rr：630mm～695mm,75000,,248606,01011207042-qq-461,01011207042-qq-d-575,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5.5k,605mm～665mm|630mm～695mm,-95mm～-35mm|-70mm～-5mm,32段階調整,,,75000,90000,,,20191023初期
日産,セレナ,C27/GFC27,,2WD,ニスモ適合可,Fr：619mm～689mm<br>Rr：611mm～676mm,77000,,248619,01011207076-qq-1,01011207076-qq-d-1,Largus,Spec S,固定式強化ゴム|マウントレス,6k|7k,619mm～689mm|611mm～676mm,-75mm～-5mm|-84mm～-19mm,32段階調整,,,77000,92000,,,20191023初期
日産,セレナ,GNC27/GFNC27,,4WD,,Fr：630mm～717mm<br>Rr：660mm～734mm,77000,,248167,01011207079-qq-8,01011207079-qq-d-8,Largus,Spec S,固定式強化ゴム|マウントレス,6k|8k,630mm～717mm|660mm～734mm,-80mm～+7mm|-72mm～+2mm,32段階調整,,,77000,92000,,,20191023初期
日産,セレナ,NC25/CNC25,,4WD,,Fr：615mm～725mm<br>Rr：635mm～665mm,73000,,248387,01011207016-qq-462,01011207016-qq-d-576,Largus,Spec S,固定式強化ゴム|マウントレス,6k|6k,615mm～725mm|635mm～665mm,-90mm～+20mm|-80mm～-50mm,32段階調整,,,73000,88000,,,20191023初期
日産,セレナ,NC26/FNC26,,4WD,,Fr：600mm～660mm<br>Rr：620mm～670mm,75000,,248153,01011207042-qq-463,01011207042-qq-d-577,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5.5k,600mm～660mm|620mm～670mm,-112mm～-52mm|-104mm～-54mm,32段階調整,,,75000,90000,,,20191023初期
日産,セレナ,VC24/PC24/TC24,,2WD,,Fr：605mm～720mm<br>Rr：655mm～710mm,74000,,248144,01011207022-qq-464,01011207022-qq-d-578,Largus,Spec S,固定式強化ゴム|マウントレス,5k|10k,605mm～720mm|655mm～710mm,-75mm～+40mm|-45mm～+10mm,32段階調整,,,74000,89000,,,20191023初期
日産,セレナ,VNC24/PNC24/TNC24,,4WD,,Fr：628mm～674mm<br>Rr：645mm～709mm,74000,,248388,01011207022-qq-465,01011207022-qq-d-579,Largus,Spec S,固定式強化ゴム|マウントレス,5k|10k,628mm～674mm|645mm～709mm,-49mm～-3mm|-52mm～+12mm,32段階調整,,,74000,89000,,,20191023初期
日産,セレナe-Power,HC27/HFC27,2018/03～,2WD,,Fr：608mm～700mm<br>Rr：650mm～704mm,77000,,296095,01011207081-qq-2k,01011207081-qq-d-2k,Largus,Spec S,固定式強化ゴム|マウントレス,5k|7k,608mm～700mm|650mm～704mm,-92mm～0mm|-39mm～+15mm,32段階調整,,,77000,92000,,,20200701追加
日産,ティアナ,J31/PJ31,,2WD,,Fr：655mm～780mm<br>Rr：670mm～710mm,73000,,248148,01011207029-qq-487,01011207029-qq-d-601,Largus,Spec S,マウントレス|固定式強化ゴム,7k|8k,655mm～780mm|670mm～710mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ティアナ,J32/PJ32,,2WD,,Fr：645mm～740mm<br>Rr：635mm～680mm,74000,,248413,01011207073-qq-488,01011207073-qq-d-602,Largus,Spec S,固定式強化ゴム|マウントレス,7k|8k,645mm～740mm|635mm～680mm,,32段階調整,,,74000,89000,,,20191023初期
日産,ティアナ,L33,,2WD,,Fr：617mm～706mm<br>Rr：629mm～677mm,74000,,248165,01011207072-qq-489,01011207072-qq-d-603,Largus,Spec S,固定式強化ゴム|マウントレス,8k|8k,617mm～706mm|629mm～677mm,-72mm～0mm|-76mm～-28mm,32段階調整,,,74000,89000,,,20191023初期
日産,ティアナ,TNJ31,,4WD,,Fr：650mm～757mm<br>Rr：652mm～701mm,73000,,248600,01011207029-qq-490,01011207029-qq-d-604,Largus,Spec S,マウントレス|固定式強化ゴム,7k|8k,650mm～757mm|652mm～701mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ティアナ,TNJ32,,4WD,,Fr：640mm～735mm<br>Rr：620mm～675mm,74000,,248617,01011207073-qq-491,01011207073-qq-d-605,Largus,Spec S,固定式強化ゴム|マウントレス,7k|8k,640mm～735mm|620mm～675mm,,32段階調整,,,74000,89000,,,20191023初期
日産,ティーダ,C11/JC11,,2WD,,Fr：617mm～660mm<br>Rr：624mm～680mm,73000,,248385,01011207013-qq-493,01011207013-qq-d-607,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5k,617mm～660mm|624mm～680mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ティーダ,NC11,,4WD,,Fr：590mm～685mm<br>Rr：610mm～651mm,73000,,248775,01011207013-qq-494,01011207013-qq-d-608,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5k,590mm～685mm|610mm～651mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ティーダラティオ,SC11,,2WD,,Fr：598mm～702mm<br>Rr：620mm～663mm,73000,,248386,01011207013-qq-495,01011207013-qq-d-609,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5k,598mm～702mm|620mm～663mm,,32段階調整,,,73000,88000,,,20191023初期
日産,デュアリス,J10/KJ10,,2WD,,Fr：692mm～747mm<br>Rr：703mm～755mm,75000,,248784,01011207055-qq-501,01011207055-qq-d-615,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5.5k,692mm～747mm|703mm～755mm,-63mm～-8mm|-64mm～-12mm,32段階調整,,,75000,90000,,,20191023初期
日産,ノート,E11/ZE11,,2WD,,Fr：590mm～630mm<br>Rr：605mm～635mm,73000,,248136,01011207010-qq-516,01011207010-qq-d-628,Largus,Spec S,固定式強化ゴム|マウントレス,4k|6k,590mm～630mm|605mm～635mm,,F:32段階/R:30段階,,,73000,88000,,,20191023初期
日産,ノート,E12,,2WD,ニスモ適合可,Fr：615mm～686mm<br>Rr：598mm～650mm,73000,,248613,01011207056-qq-517,01011207056-qq-d-629,Largus,Spec S,マウントレス|マウントレス,7k|4.5k,615mm～686mm|598mm～650mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ノート,NE11,,4WD,,Fr：585mm～638mm<br>Rr：612mm～652mm,73000,,248595,01011207010-qq-518,01011207010-qq-d-630,Largus,Spec S,固定式強化ゴム|マウントレス,4k|6k,585mm～638mm|612mm～652mm,,F:32段階/R:30段階,,,73000,88000,,,20191023初期
日産,ノート,NE12,,4WD,,Fr：612mm～679mm<br>Rr：633mm～676mm,77000,,248409,01011207061-qq-519,01011207061-qq-d-631,Largus,Spec S,マウントレス|マウントレス,7k|4.5k,612mm～679mm|633mm～676mm,,32段階調整,,,77000,92000,,,20191023初期
日産,ノートe-POWER,HE12,,2WD,ニスモ適合可,Fr：605mm～665mm<br>Rr：586mm～676mm,73000,,248166,01011207077-qq-1,01011207077-qq-d-1,Largus,Spec S,マウントレス|マウントレス,6k|4.5k,605mm～665mm|586mm～676mm,-60mm～±0mm|-82mm～+8mm,32段階調整,,,73000,88000,,,20191023初期
日産,パオ,PK10,1989/01～1991/02,2WD,,Fr：530mm～597mm<br>Rr：569mm～600mm,77000,,296096,01011207082-qq-3k,01011207082-qq-d-3k,Largus,Spec S,固定式強化ゴム|マウントレス,4k|2k,530mm～597mm|569mm～600mm,-64mm～+3mm|-61mm～-30mm,32段階調整,,,77000,92000,,,20200701追加
日産,バサラ,JU30/JHU30/JTU30/JVU30,,2WD,FF車専用,,78000,,248611,01011207051-qq-522,01011207051-qq-d-634,Largus,Spec S,固定式強化ゴム|マウントレス,8k|5.5k,,,32段階調整,,,78000,93000,,,20191023初期
日産,パルサーGTI-R,RNN14,,4WD,,Fr：551mm～625mm<br>Rr：557mm～621mm,80000,,248597,01011207014-qq-532,01011207014-qq-d-644,Largus,Spec S,調整式ピロ|固定式強化ゴム,6k|4k,551mm～625mm|557mm～621mm,,32段階調整,,,80000,95000,,,20191023初期
日産,フーガ,Y50/PY50/GY50,,2WD,,Fr：640mm～705mm<br>Rr：649mm～701mm,73000,,248139,01011207015-qq-551,01011207015-qq-d-663,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|8k,640mm～705mm|649mm～701mm,,32段階調整,減衰力調整ダイヤル延長ケーブル 250mm×2本付属,,73000,88000,,,20191023初期
日産,フーガ,Y51/KY51,,2WD,,Fr：630mm～750mm<br>Rr：652mm～770mm,73000,,248603,01011207032-qq-552,01011207032-qq-d-664,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|10k,630mm～750mm|652mm～770mm,,32段階調整,,,73000,88000,,,20191023初期
日産,フェアレディZ,Z32,,2WD,,Fr：620mm～650mm<br>Rr：620mm～660mm,83000,,248393,01011207026-qq-555,01011207026-qq-d-667,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,620mm～650mm|620mm～660mm,,32段階調整,,,83000,98000,,,20191023初期
日産,フェアレディZ,Z33,,2WD,,Fr：630mm～660mm<br>Rr：650mm～680mm,84000,,248592,01011207003-qq-556,01011207003-qq-d-668,Largus,Spec S,固定式ピロ|固定式ピロ,10k|8k,630mm～660mm|650mm～680mm,,32段階調整,減衰力調整ダイヤル延長ケーブル 250mm×2本付属,,84000,99000,,,20191023初期
日産,フェアレディZ,Z34,,2WD,,Fr：645mm～715mm<br>Rr：630mm～680mm,88000,,248774,01011207012-qq-557,01011207012-qq-d-669,Largus,Spec S,固定式ピロ|固定式ピロ,10k|8k,645mm～715mm|630mm～680mm,,32段階調整,減衰力調整ダイヤル延長ケーブル 250mm×2本付属,,88000,103000,,,20191023初期
日産,プリメーラ,P10/HP10/FHP10,,2WD,,Fr：570mm～600mm<br>Rr：583mm～630mm,77000,,248777,01011207020-qq-573,01011207020-qq-d-685,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,8k|5k,570mm～600mm|583mm～630mm,,32段階調整,,,77000,92000,,,20191023初期
日産,プリメーラ,P11/QP11/HP11,,2WD,,Fr：560mm～620mm<br>Rr：610mm～670mm,73000,,248142,01011207021-qq-574,01011207021-qq-d-686,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,8k|6k,560mm～620mm|610mm～670mm,,32段階調整,フロント純正タワーバー装着不可,,73000,88000,,,20191023初期
日産,プリメーラワゴン,WP11/WHP11/WQP11,,2WD,,Fr：570mm～620mm<br>Rr：590mm～645mm,73000,,248143,01011207021-qq-575,01011207021-qq-d-687,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,8k|6k,570mm～620mm|590mm～645mm,,32段階調整,フロント純正タワーバー装着不可<br>リアショック上部(減衰ダイヤル)がボディと干渉する為、穴開け加工、もしくは減衰ダイヤルを外して装着が必要,,73000,88000,,,20191023初期
日産,ブルーバード,EU14/HU14/QU14/SU14,,2WD,,Fr：590mm～650mm<br>Rr：610mm～705mm,73000,,248599,01011207021-qq-576,01011207021-qq-d-688,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,8k|6k,590mm～650mm|610mm～705mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ブルーバードシルフィ,G11/KG11,,2WD,,Fr：586mm～733mm<br>Rr：601mm～641mm,73000,,248776,01011207013-qq-577,01011207013-qq-d-689,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5k,586mm～733mm|601mm～641mm,,32段階調整,,,73000,88000,,,20191023初期
日産,ブルーバードシルフィ,NG11,,4WD,,Fr：593mm～698mm<br>Rr：604mm～652mm,77000,,248407,01011207058-qq-578,01011207058-qq-d-690,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5k,593mm～698mm|604mm～652mm,,32段階調整,,,77000,92000,,,20191023初期
日産,ブルーバードシルフィ,QG10/FG10/TG10,,2WD,,Fr：570mm～655mm<br>Rr：610mm～665mm,73000,,248154,01011207043-qq-579,01011207043-qq-d-691,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|5k,570mm～655mm|610mm～665mm,,32段階調整,,,73000,88000,,,20191023初期
日産,プレサージュ,TNU31/PNU31,,4WD,,Fr：660mm～750mm<br>Rr：670mm～700mm,74000,,248147,01011207028-qq-586,01011207028-qq-d-698,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|7.5k,660mm～750mm|670mm～700mm,-90mm～-20mm|-60mm～-30mm,32段階調整,,,74000,89000,,,20191023初期
日産,プレサージュ,TU31/PU31,,2WD,,Fr：650mm～740mm<br>Rr：670mm～710mm,74000,,248146,01011207028-qq-587,01011207028-qq-d-699,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|7.5k,650mm～740mm|670mm～710mm,-65mm～+25mm|-45mm～-5mm,32段階調整,,,74000,89000,,,20191023初期
日産,プレサージュ,U30/HU30/TU30/VU30,,2WD,,Fr：637mm～730mm<br>Rr：692mm～730mm,78000,,248612,01011207051-qq-588,01011207051-qq-d-700,Largus,Spec S,固定式強化ゴム|マウントレス,8k|5.5k,637mm～730mm|692mm～730mm,-89mm～+4mm|-50mm～-12mm,32段階調整,,,78000,93000,,,20191023初期
日産,プレジデント,PGF50,,2WD,,Fr：634mm～712mm<br>Rr：627mm～672mm,128000,,248610,01011207050-qq-589,01011207050-qq-d-701,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|5k(別体スプリング:6K),634mm～712mm|627mm～672mm,,32段階調整,純正スピンドル下取り不要,車高調とタイヤ・ホイールが干渉する場合、ホイルスペーサー等で調整が必要,128000,153000,,,20191023初期
日産,マーチ,BNK12,,4WD,,Fr：585mm～625mm<br>Rr：620mm～665mm,73000,,248383,01011207010-qq-627,01011207010-qq-d-739,Largus,Spec S,固定式強化ゴム|マウントレス,4k|6k,585mm～625mm|620mm～665mm,,F:32段階/R:30段階,,,73000,88000,,,20191023初期
日産,マーチ,K11/AK11/HK11,,2WD,,Fr：532mm～578mm<br>Rr：538mm～619mm,73000,,248159,01011207052-qq-628,01011207052-qq-d-740,Largus,Spec S,固定式強化ゴム|マウントレス,4k|3k,532mm～578mm|538mm～619mm,,32段階調整,フロント側のABSハーネスの固定方法が純正とは取り付け方が異なります,,73000,88000,,,20191023初期
日産,マーチ,K12,,2WD,,Fr：590mm～690mm<br>Rr：600mm～630mm,73000,,248382,01011207010-qq-629,01011207010-qq-d-741,Largus,Spec S,固定式強化ゴム|マウントレス,4k|6k,590mm～690mm|600mm～630mm,,F:32段階/R:30段階,,,73000,88000,,,20191023初期
