自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,車高調整幅,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,推奨車高 mm(F/R),バネレート kg/mm(F/R),仕様,フロントキャンバー調整,マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
スバル,WRX S4,VAG,2014/08～,4WD,2000,ターボ,,Fr：-15～-47mm<br>Rr：+10～-43mm,67769,,265075,CRVMGK-qq-e-f1-33k,CRVMGK-qq-e-d-33k,4511478354053,CRVMGK,TANABE,SUSTEC PRO CR,-26/-17,6.0/5.0,減衰力固定式<br>ネジ式,,2.0GT-Sアイサイト,,,89800,85400,,
スバル,シフォン,LA600F,2016/12～2019/06,FF,660,NA,,データなし,60346,,264614,CRLA600SK-qq-e-f1-135k,CRLA600SK-qq-e-d-135k,4511478354275,CRLA600SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
スバル,ステラ,LA100F,2013/01～2014/12,FF,660,,,データなし,60346,,264641,CRLA100SK-qq-e-f1-162k,CRLA100SK-qq-e-d-162k,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
スバル,ステラ,LA110F,2013/01～2014/12,4WD,660,,,データなし,60346,,264642,CRLA110SK-qq-e-f1-163k,CRLA110SK-qq-e-d-163k,4511478354350,CRLA110SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
スバル,ステラ,LA150F,2014/12～,FF,660,,,データなし,60346,,264233,CRLA100SK-qq-e-f1-143,CRLA100SK-qq-e-d-143,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
スバル,ステラ,LA160F,2014/12～,FF,660,NA,,データなし,60346,,264643,CRLA160SK-qq-e-f1-164k,CRLA160SK-qq-e-d-164k,4511478356064,CRLA160SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,リア車高調整スペーサー式<br>未計測の為、車高データなし,,79800,74900,,
スバル,デックス,M401F,2008/11～2012/11,FF,1300,NA,,データなし,60346,,264674,CRQNC20K-qq-e-f1-195k,CRQNC20K-qq-e-d-195k,4511478353391,CRQNC20K,TANABE,SUSTEC PRO CR,データなし,4.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
スバル,デックス,M411F,2008/11～2012/11,4WD,1300,NA,,データなし,60346,,264675,CRQNC25K-qq-e-f1-196k,CRQNC25K-qq-e-d-196k,4511478353407,CRQNC25K,TANABE,SUSTEC PRO CR,データなし,4.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
スバル,トレジア,NCP120X,2010/11～2016/03,FF,1500,NA,,Fr：-13～-57mm<br>Rr：-12～-48mm,60346,,265076,CRSP90K-qq-e-f1-199k,CRSP90K-qq-e-d-199k,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-35/-30,3.0/3.0,減衰力固定式<br>ネジ式,,1.3i-S,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,77900,,
スバル,トレジア,NSP120X,2010/11～2016/03,FF,1300,NA,,Fr：-13～-57mm<br>Rr：-12～-48mm,60346,,265077,CRSP90K-qq-e-f1-200k,CRSP90K-qq-e-d-200k,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-35/-30,3.0/3.0,減衰力固定式<br>ネジ式,,1.3i-S,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,77900,,
スバル,プレオ,L275F,2010/04～,FF,660,NA,カスタム装着可,データなし,60346,,264733,CRL275SK-qq-e-f1-256k,CRL275SK-qq-e-d-256k,4511478354336,CRL275SK,TANABE,SUSTEC PRO CR,データなし,4.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
スバル,プレオ,L285F,2010/04～,4WD,660,NA,カスタム装着可,データなし,60346,,264734,CRL185SK-qq-e-f1-257k,CRL185SK-qq-e-d-257k,4511478354374,CRL185SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
スバル,ルクラ,L455F,2010/04～2015/05,FF,660,,,データなし,60346,,264781,CRL175SMCK-qq-e-f1-304k,CRL175SMCK-qq-e-d-304k,4511478354367,CRL175SMCK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
スバル,ルクラ,L465F,2010/04～2015/05,FF,660,,,データなし,60346,,264782,CRL185SK-qq-e-f1-305k,CRL185SK-qq-e-d-305k,4511478354374,CRL185SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
スバル,レヴォーグ,VM4,2014/06～,4WD,1600,ターボ,,Fr：-16～-52mm<br>Rr：+3～-49mm,67769,,265072,CRVMGK-qq-e-f1-144,CRVMGK-qq-e-d-144,4511478354053,CRVMGK,TANABE,SUSTEC PRO CR,-30/-23,6.0/5.0,減衰力固定式<br>ネジ式,,GT,,,89800,85400,,
スバル,レヴォーグ,VMG,2014/06～,4WD,2000,ターボ,,Fr：-16～-50mm<br>Rr：0～-52mm,67769,,265073,CRVMGK-qq-e-f1-145,CRVMGK-qq-e-d-145,4511478354053,CRVMGK,TANABE,SUSTEC PRO CR,-29/-26,6.0/5.0,減衰力固定式<br>ネジ式,,GT-S,,,89800,85400,,
スバル,レガシィ,BL5,2003/06～2009/05,4WD,2000,ターボ,,データなし,67769,,265078,CRBP5K-qq-e-f1-306k,CRBP5K-qq-e-d-306k,4511478354046,CRBP5K,TANABE,SUSTEC PRO CR,データなし,4.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,89800,85400,,
スバル,レガシィ,BL9,2007/05～2009/05,4WD,2000,NA,,データなし,67769,,265079,CRBP5K-qq-e-f1-307k,CRBP5K-qq-e-d-307k,4511478354046,CRBP5K,TANABE,SUSTEC PRO CR,データなし,4.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,89800,85400,,
スバル,レガシィ,BLE,2003/06～2009/05,4WD,3000,NA,,データなし,67769,,265080,CRBP5K-qq-e-f1-308k,CRBP5K-qq-e-d-308k,4511478354046,CRBP5K,TANABE,SUSTEC PRO CR,データなし,4.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,89800,85400,,
スバル,レガシィツーリングワゴン,BP5,2003/05～2009/05,4WD,2000,NA,,Fr：-14～-59mm<br>Rr：-34～-56mm,67769,,265071,CRBP5K-qq-e-f1-146,CRBP5K-qq-e-d-146,4511478354046,CRBP5K,TANABE,SUSTEC PRO CR,-43/-46,4.0/6.0,減衰力固定式<br>ネジ式,,i,,,89800,85400,,
スバル,レガシィツーリングワゴン,BP5,2006/05～2009/05,4WD,2000,ターボ,ビルシュタインダンパー車<br>MC前装着可,Fr：-8～-53mm<br>Rr：-28～-53mm,67769,,265074,CRBP5K-qq-e-f1-147,CRBP5K-qq-e-d-147,4511478354046,CRBP5K,TANABE,SUSTEC PRO CR,-37/-42,4.0/6.0,減衰力固定式<br>ネジ式,,GT(MC後),,,89800,85400,,
スバル,レガシィツーリングワゴン,BP9,2007/05～2009/05,4WD,2500,NA,,データなし,67769,,265081,CRBP5K-qq-e-f1-309k,CRBP5K-qq-e-d-309k,4511478354046,CRBP5K,TANABE,SUSTEC PRO CR,データなし,4.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,89800,85400,,
スバル,レガシィツーリングワゴン,BPE,2003/05～2009/05,4WD,3000,NA,,データなし,67769,,265082,CRBP5K-qq-e-f1-310k,CRBP5K-qq-e-d-310k,4511478354046,CRBP5K,TANABE,SUSTEC PRO CR,データなし,4.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,89800,85400,,
ダイハツ,ウェイク,LA700S,2014/11～,FF,660,ターボ(NA装着可),,Fr：-14～-58mm<br>Rr：-14～-53mm,60346,,264241,CRLA700SK-qq-e-f1-12,CRLA700SK-qq-e-d-12,4511478354923,CRLA700SK,TANABE,SUSTEC PRO CR,-37/-33,3.0/3.0,減衰力固定式<br>ネジ式,,GSA,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,ウェイク,LA710S,2014/11～,4WD,660,ターボ(NA装着可),,Fr：-20～-64mm<br>Rr：-34～-54mm,60346,,264242,CRLA710SK-qq-e-f1-11,CRLA710SK-qq-e-d-11,4511478355029,CRLA710SK,TANABE,SUSTEC PRO CR,-44/-45,3.0/2.0,減衰力固定式<br>ネジ式,,G,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,エッセ,L235S,2005/12～2011/09,FF,660,NA,,Fr：0～-50mm<br>Rr：-27～-53mm,60346,,264221,CRL235SK-qq-e-f1-13,CRL235SK-qq-e-d-13,4511478354251,CRL235SK,TANABE,SUSTEC PRO CR,-27/-30,3.0/3.0,減衰力固定式<br>ネジ式,,D,,,79800,74900,,
ダイハツ,キャスト,LA250S,2015/09～,FF専用,660,NA,,Fr：-26～-69mm<br>Rr：-35～-73mm,60346,,264458,CRLA100SK-qq-e-f1-16,CRLA100SK-qq-e-d-16,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,-52/-54,3.0/3.0,減衰力固定式<br>ネジ式,,アクティバGSA II,,,79800,74900,,
ダイハツ,キャスト,LA250S,2015/09～,FF専用,660,NA,,Fr：-6～-52mm<br>Rr：-16～-54mm,60346,,265049,CRLA100SK-qq-e-f1-581k,CRLA100SK-qq-e-d-581k,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,-34/-35,3.0/3.0,減衰力固定式<br>ネジ式,,スタイルGSA II,,,79800,74900,,
ダイハツ,キャスト,LA250S,2015/09～,FF専用,660,ターボ,,Fr：-6～-52mm<br>Rr：-16～-54mm,60346,,264234,CRLA100SK-qq-e-f1-15,CRLA100SK-qq-e-d-15,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,-34/-35,3.0/3.0,減衰力固定式<br>ネジ式,,スタイルGターボSA II,,,79800,74900,,
ダイハツ,キャスト,LA250S,2015/09～,FF専用,660,ターボ,,Fr：-7～-53mm<br>Rr：-14～-51mm,60346,,264444,CRLA100SK-qq-e-f1-14,CRLA100SK-qq-e-d-14,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,-26/-29,3.0/3.0,減衰力固定式<br>ネジ式,,スポーツSA II,,,79800,74900,,
ダイハツ,キャスト,LA260S,2015/09～,4WD専用,660,NA,,Fr：-29～-73mm<br>Rr：-45～-71mm,60346,,264594,CRLA160SK-qq-e-f1-115k,CRLA160SK-qq-e-d-115k,4511478356064,CRLA160SK,TANABE,SUSTEC PRO CR,-52/-54,3.0/3.0,減衰力固定式<br>ネジ式,,アクティバX,リア車高調整スペーサー式,,79800,74900,,
ダイハツ,クー,M401S,2006/05～2013/01,FF,1300,NA,,データなし,60346,,264600,CRQNC20K-qq-e-f1-121k,CRQNC20K-qq-e-d-121k,4511478353391,CRQNC20K,TANABE,SUSTEC PRO CR,データなし,4.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,クー,M402S,2006/05～2013/01,FF,1500,NA,,データなし,60346,,264601,CRQNC20K-qq-e-f1-122k,CRQNC20K-qq-e-d-122k,4511478353391,CRQNC20K,TANABE,SUSTEC PRO CR,データなし,4.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,クー,M411S,2006/05～2013/01,FF,1300,NA,,データなし,60346,,265050,CRQNC25K-qq-e-f1-582k,CRQNC25K-qq-e-d-582k,4511478353407,CRQNC25K,TANABE,SUSTEC PRO CR,データなし,4.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,クー,M411S,2006/05～2013/01,FF,1500,NA,,データなし,60346,,264602,CRQNC25K-qq-e-f1-123k,CRQNC25K-qq-e-d-123k,4511478353407,CRQNC25K,TANABE,SUSTEC PRO CR,データなし,4.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,コペン,L880K,2002/06～2012/09,FF,660,ターボ,,Fr：0～-34mm<br>Rr：-6～-35mm,60346,,264230,CRL880KK-qq-e-f1-17,CRL880KK-qq-e-d-17,4511478354268,CRL880KK,TANABE,SUSTEC PRO CR,-10/-10,4.0/3.0,減衰力固定式<br>ネジ式,,アクティブトップ,,タイヤとインナーフェンダーの干渉の可能性有,79800,74900,,
ダイハツ,コペン,LA400K,2014/06～,FF,660,ターボ,,Fr：-11～-48mm<br>Rr：0～-36mm,60346,,264239,CRLA400KK-qq-e-f1-18,CRLA400KK-qq-e-d-18,4511478355012,CRLA400KK,TANABE,SUSTEC PRO CR,-15/-15,4.0/3.0,減衰力固定式<br>ネジ式,,ローブ,,,79800,74900,,
ダイハツ,コペン,LA400K,2015/12～,FF,660,ターボ,ビルシュタインダンパー車,Fr：-7～-42mm<br>Rr：+2～-32mm,60346,,264607,CRLA400KK-qq-e-f1-128k,CRLA400KK-qq-e-d-128k,4511478355012,CRLA400KK,TANABE,SUSTEC PRO CR,-19/-14,4.0/3.0,減衰力固定式<br>ネジ式,,セロS,,,79800,74900,,
ダイハツ,タント,L350S,2003/11～2007/12,FF,660,ターボ(NA装着可),,Fr：-15～-66mm<br>Rr：-47～-72mm,60346,,264226,CRL350SK-qq-e-f1-19,CRL350SK-qq-e-d-19,4511478354305,CRL350SK,TANABE,SUSTEC PRO CR,-40/-55,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムRS,,,79800,74900,,
ダイハツ,タント,L360S,2003/11～2007/12,4WD,660,ターボ,,Fr：-18～-58mm<br>Rr：-29～-51mm,60346,,264227,CRL360SK-qq-e-f1-21,CRL360SK-qq-e-d-21,4511478354312,CRL360SK,TANABE,SUSTEC PRO CR,-38/-40,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムVSターボ,,,79800,74900,,
ダイハツ,タント,L375S,2007/12～2013/10,FF,660,NA,,Fr：-20～-69mm<br>Rr：-29～-63mm,60346,,264443,CRL375SK-qq-e-f1-22,CRL375SK-qq-e-d-22,4511478354282,CRL375SK,TANABE,SUSTEC PRO CR,-49/-39,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムX,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,タント,L375S,2007/12～2013/10,FF,660,ターボ,,Fr：-24～-64mm<br>Rr：-25～-61mm,60346,,264228,CRL375SK-qq-e-f1-24,CRL375SK-qq-e-d-24,4511478354282,CRL375SK,TANABE,SUSTEC PRO CR,-45/-43,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムRS,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,タント,L385S,2007/12～2013/10,4WD,660,ターボ,,Fr：-21～-62mm<br>Rr：-35～-58mm,60346,,264229,CRL385SK-qq-e-f1-25,CRL385SK-qq-e-d-25,4511478354299,CRL385SK,TANABE,SUSTEC PRO CR,-30/-35,3.0/2.0,減衰力固定式<br>ネジ式,,カスタムRS,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,タント,LA600S,2013/10～2015/12,FF,660,ターボ,,Fr：-14～-56mm<br>Rr：-22～-59mm,60346,,264459,CRLA600SK-qq-e-f1-27,CRLA600SK-qq-e-d-27,4511478354275,CRLA600SK,TANABE,SUSTEC PRO CR,-37/-37,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムRSSA,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,タント,LA600S,2013/10～2019/07,FF,660,NA,,Fr：-15～-58mm<br>Rr：-22～-60mm,60346,,264446,CRLA600SK-qq-e-f1-26,CRLA600SK-qq-e-d-26,4511478354275,CRLA600SK,TANABE,SUSTEC PRO CR,-39/-39,3.0/3.0,減衰力固定式<br>ネジ式,,XSA,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,タント,LA600S,2015/12～2019/07,FF,660,ターボ,,Fr：-9～-53mm<br>Rr：-19～-57mm,60346,,264240,CRLA600SK-qq-e-f1-23,CRLA600SK-qq-e-d-23,4511478354275,CRLA600SK,TANABE,SUSTEC PRO CR,-32/-34,3.0/3.0,減衰力固定式<br>ネジ式,不可,カスタムRSトップエディションSA II,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,タントエグゼ,L455S,2009/12～2014/10,FF,660,NA(ターボ装着可),,Fr：-22～-67mm<br>Rr：-38～-74mm,60346,,264218,CRL175SMCK-qq-e-f1-28,CRL175SMCK-qq-e-d-28,4511478354367,CRL175SMCK,TANABE,SUSTEC PRO CR,-45/-50,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムG,,,79800,74900,,
ダイハツ,タントエグゼ,L465S,2009/12～2014/10,FF,660,ターボ,,データなし,60346,,264668,CRL185SK-qq-e-f1-189k,CRL185SK-qq-e-d-189k,4511478354374,CRL185SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,ブーン,M300S,2004/06～2010/02,FF,1000,NA,,データなし,60346,,264708,CRKGC10K-qq-e-f1-231k,CRKGC10K-qq-e-d-231k,4511478353308,CRKGC10K,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,ブーン,M301S,2004/06～2010/02,FF,1300,NA,カスタム装着可,Fr：-22～-72mm<br>Rr：-34～-51mm,60346,,264213,CRKGC10K-qq-e-f1-29,CRKGC10K-qq-e-d-29,4511478353308,CRKGC10K,TANABE,SUSTEC PRO CR,-58/-44,3.0/3.0,減衰力固定式<br>ネジ式,,1.3CX,,,79800,74900,,
ダイハツ,ミラ,L250S,2002/12～2007/12,FF,660,NA,,Fr：-5～-57mm<br>Rr：-31～-54mm,60346,,264222,CRL235SK-qq-e-f1-30,CRL235SK-qq-e-d-30,4511478354251,CRL235SK,TANABE,SUSTEC PRO CR,-25/-35,3.0/3.0,減衰力固定式<br>ネジ式,,L,,,79800,74900,,
ダイハツ,ミラ,L275S,2006/12～2013/02,FF,660,NA(ターボ装着可),,Fr：-17～-60mm<br>Rr：-21～-57mm,60346,,264225,CRL275SK-qq-e-f1-31,CRL275SK-qq-e-d-31,4511478354336,CRL275SK,TANABE,SUSTEC PRO CR,-40/-40,3.0/3.0,減衰力固定式<br>ネジ式,,L,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,ミラ,L285S,2006/12～,4WD,660,NA(ターボ装着可),,Fr：-9～-55mm<br>Rr：-29～-49mm,60346,,264756,CRL185SK-qq-e-f1-279k,CRL185SK-qq-e-d-279k,4511478354374,CRL185SK,TANABE,SUSTEC PRO CR,-32/-35,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムXリミテッド,,,79800,74900,,
ダイハツ,ミラ,L700S,1998/10～2002/12,FF,660,,,データなし,60346,,264757,CRL902SK-qq-e-f1-280k,CRL902SK-qq-e-d-280k,4511478354398,CRL902SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,ミラ,L700V,1998/10～2002/12,FF,660,,,データなし,60346,,264758,CRL902SK-qq-e-f1-281k,CRL902SK-qq-e-d-281k,4511478354398,CRL902SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,ミライース,LA300S,2011/09～2017/05,FF,660,NA,,Fr：-4～-53mm<br>Rr：-26～-62mm,60346,,264238,CRLA300SK-qq-e-f1-32,CRLA300SK-qq-e-d-32,4511478354329,CRLA300SK,TANABE,SUSTEC PRO CR,-28/-42,3.0/3.0,減衰力固定式<br>ネジ式,,G,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
ダイハツ,ミラココア,L675S,2009/08～,FF,660,NA,,データなし,60346,,264759,CRL175SMCK-qq-e-f1-282k,CRL175SMCK-qq-e-d-282k,4511478354367,CRL175SMCK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,X,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,ミラココア,L685S,2009/08～,4WD,660,NA,,データなし,60346,,264760,CRL185SK-qq-e-f1-283k,CRL185SK-qq-e-d-283k,4511478354374,CRL185SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,ミラジーノ,L650S,2004/11～2009/04,FF,660,NA,,Fr：-8～-55mm<br>Rr：-39～-61mm,60346,,264223,CRL235SK-qq-e-f1-33,CRL235SK-qq-e-d-33,4511478354251,CRL235SK,TANABE,SUSTEC PRO CR,-25/-35,3.0/3.0,減衰力固定式<br>ネジ式,,プレミアムX,,,79800,74900,,
ダイハツ,ミラジーノ,L700S,1999/03～2004/11,FF,660,ターボ(NA装着可),,Fr：-13～-64mm<br>Rr：-25～-49mm,60346,,264231,CRL902SK-qq-e-f1-34,CRL902SK-qq-e-d-34,4511478354398,CRL902SK,TANABE,SUSTEC PRO CR,-48/-49,3.0/3.0,減衰力固定式<br>ネジ式,,ミニライトスペシャル(ターボ),,,79800,74900,,
ダイハツ,ムーヴ,L150S,2002/10～2006/10,FF,660,ターボ(NA装着可),,データなし,60346,,264761,CRL152SK-qq-e-f1-284k,CRL152SK-qq-e-d-284k,4511478354381,CRL152SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,ムーヴ,L152S,2002/10～2006/10,FF,660,ターボ,,Fr：-8～-50mm<br>Rr：-28～-51mm,60346,,264216,CRL152SK-qq-e-f1-35,CRL152SK-qq-e-d-35,4511478354381,CRL152SK,TANABE,SUSTEC PRO CR,-35/-37,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムRSリミテッド,,,79800,74900,,
ダイハツ,ムーヴ,L175S,2006/10～2010/12,FF,660,ターボ,,Fr：-19～-64mm<br>Rr：-32～-67mm,60346,,264219,CRL175SMCK-qq-e-f1-36,CRL175SMCK-qq-e-d-36,4511478354367,CRL175SMCK,TANABE,SUSTEC PRO CR,-50/-55,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムRS(MC前),リア純正ダストブーツ/バンプラバー使用,フォグランプ高さ注意,79800,74900,,
ダイハツ,ムーヴ,L175S,2008/12～2010/12,FF,660,NA,,Fr：-17～-62mm<br>Rr：-31～-68mm,60346,,264442,CRL175SMCK-qq-e-f1-41,CRL175SMCK-qq-e-d-41,4511478354367,CRL175SMCK,TANABE,SUSTEC PRO CR,-17/-31,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムXリミテッド,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,ムーヴ,L185S,2006/10～2010/12,4WD,660,ターボ(NA装着可),,Fr：-19～-64mm<br>Rr：-39～-60mm,60346,,264220,CRL185SK-qq-e-f1-37,CRL185SK-qq-e-d-37,4511478354374,CRL185SK,TANABE,SUSTEC PRO CR,-43/-45,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムR,,,79800,74900,,
ダイハツ,ムーヴ,L900S,1998/10～2002/10,FF,660,ターボ(NA装着可),,データなし,60346,,264762,CRL902SK-qq-e-f1-285k,CRL902SK-qq-e-d-285k,4511478354398,CRL902SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ダイハツ,ムーヴ,L902S,1998/10～2002/10,FF,660,ターボ,,Fr：+7～-41mm<br>Rr：-19～-40mm,60346,,264232,CRL902SK-qq-e-f1-38,CRL902SK-qq-e-d-38,4511478354398,CRL902SK,TANABE,SUSTEC PRO CR,-30/-30,3.0/3.0,減衰力固定式<br>ネジ式,,エアロダウンカスタムXX,,,79800,74900,,
ダイハツ,ムーヴ,LA100S,2010/12～2014/12,FF,660,ターボ,,Fr：-6～-51mm<br>Rr：-12～-49mm,60346,,264235,CRLA100SK-qq-e-f1-39,CRLA100SK-qq-e-d-39,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,-28/-31,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムRS,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,ムーヴ,LA110S,2010/12～2014/12,4WD,660,NA,全グレード装着可,Fr：-12～-58mm<br>Rr：-41～-62mm,60346,,264237,CRLA110SK-qq-e-f1-40,CRLA110SK-qq-e-d-40,4511478354350,CRLA110SK,TANABE,SUSTEC PRO CR,-44/-48,3.0/3.0,減衰力固定式<br>ネジ式,,L,,,79800,74900,,
ダイハツ,ムーヴ,LA150S,2014/12～,FF,660,NA,,Fr：-6～-51mm<br>Rr：-13～-52mm,60346,,264236,CRLA100SK-qq-e-f1-42,CRLA100SK-qq-e-d-42,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,-37/-33,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムXハイパーSA(MC前),リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,ムーヴ,LA150S,2014/12～,FF,660,ターボ,,Fr：-13～-57mm<br>Rr：-17～-55mm,60346,,264445,CRLA100SK-qq-e-f1-43,CRLA100SK-qq-e-d-43,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,-45/-35,3.0/3.0,減衰力固定式<br>ネジ式,,カスタムXハイパーSA(MC前),リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
ダイハツ,ムーヴ,LA160S,2014/12～,4WD,660,NA,,Fr：-2～-45mm<br>Rr：-30～-57mm,60346,,264763,CRLA160SK-qq-e-f1-286k,CRLA160SK-qq-e-d-286k,4511478356064,CRLA160SK,TANABE,SUSTEC PRO CR,-33/-46,3.0/3.0,減衰力固定式<br>ネジ式,,L,リア車高調整スペーサー式,,79800,74900,,
ダイハツ,ムーヴキャンバス,LA800S,2016/09～,FF,660,NA,,Fr：-5～-50mm<br>Rr：-20～-58mm,60346,,264764,CRLA800SK-qq-e-f1-287k,CRLA800SK-qq-e-d-287k,4511478355777,CRLA800SK,TANABE,SUSTEC PRO CR,-27/-37,3.0/3.0,減衰力固定式<br>ネジ式,,GSA II,リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
