自動車メーカー,車種,型式,適合詳細,H/S,シートタイプ,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,商品名DB,スプリングタイプ,アッパーマウント(F/R),スプリングレート(F/R),仕様,備考,注意事項,定価,SET価格
日産,スカイラインGT-R,BNR32,,,Bタイプ,199800,,259400,ZS101P10B-qq-e-134k,ZS101P10B-qq-e-d-134k,ZS101P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,222000,192600
日産,スカイラインGT-R,BNR34,,,Aタイプ,217800,,259423,ZS105P10A-qq-e-157k,ZS105P10A-qq-e-d-157k,ZS105P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,242000,208600
日産,スカイラインGT-R,BNR34,,,Bタイプ,215100,,259424,ZS105P10B-qq-e-158k,ZS105P10B-qq-e-d-158k,ZS105P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,239000,206200
日産,ステージア,WGNC34,,,Aタイプ,220500,,259445,ZS131P10A-qq-e-179k,ZS131P10A-qq-e-d-179k,ZS131P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS50,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,オーテックバージョン「260RS」及びMC後の「RS FOUR」は、リアショックアブソーバー下側取り付け形状が「コ」の字タイプとなりますので、オーダー時にご指定ください,245000,211000
日産,ステージア,WGNC34,,,Bタイプ,217800,,259446,ZS131P10B-qq-e-180k,ZS131P10B-qq-e-d-180k,ZS131P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS50,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,オーテックバージョン「260RS」及びMC後の「RS FOUR」は、リアショックアブソーバー下側取り付け形状が「コ」の字タイプとなりますので、オーダー時にご指定ください,242000,208600
日産,フェアレディZ,Z33,,,Eタイプ,252000,,259453,ZS122P10E-qq-e-187k,ZS122P10E-qq-e-d-187k,ZS122P10E,ENDLESS,ZEAL FUNCTION プラス10 Eタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),280000,239000
日産,フェアレディZ,Z34,,,Eタイプ,252000,,259458,ZS123P10E-qq-e-192k,ZS123P10E-qq-e-d-192k,ZS123P10E,ENDLESS,ZEAL FUNCTION プラス10 Eタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアは専用減衰力調整ケーブルが付属,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),280000,239000
日産,フェアレディZロードスター,HZ34,,,Eタイプ,247500,,259463,ZS124P10E-qq-e-197k,ZS124P10E-qq-e-d-197k,ZS124P10E,ENDLESS,ZEAL FUNCTION プラス10 Eタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),275000,245000
日産,リーフ,ZE0,,,Bタイプ,265500,,259470,ZS171P10B-qq-e-204k,ZS171P10B-qq-e-d-204k,ZS171P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/-,ID60-203-7K/ID65-152-6T,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアアッパーマウント:専用ブッシュが付属,,295000,251000
日産,リーフ,ZE0,,,Fタイプ,263700,,259471,ZS171P10F-qq-e-205k,ZS171P10F-qq-e-d-205k,ZS171P10F,ENDLESS,ZEAL FUNCTION プラス10 Fタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/-,ID60-203-7K/ID65-152-6T,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアアッパーマウント:専用ブッシュが付属,,293000,249400
ホンダ,CR-Z,ZF1,,,Bタイプ,259200,,259533,ZS592P10B-qq-e-267k,ZS592P10B-qq-e-d-267k,ZS592P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,,ID60-203-8K/ID60-178-4K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),フロントアッパーマウント:純正サポートを再使用(ベアリング付属)<br>リアアッパーマウント:専用ブッシュが付属<br>オプションにてフロント専用ピロアッパーマウント仕様が可能(ご希望の場合はご購入前にお問い合わせください),,288000,245400
ホンダ,CR-Z,ZF1,,,Fタイプ,257400,,259534,ZS592P10F-qq-e-268k,ZS592P10F-qq-e-d-268k,ZS592P10F,ENDLESS,ZEAL FUNCTION プラス10 Fタイプ,ZEAL FUNCTION プラス10,X COILS,,ID60-203-8K/ID60-178-4K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),フロントアッパーマウント:純正サポートを再使用(ベアリング付属)<br>リアアッパーマウント:専用ブッシュが付属<br>オプションにてフロント専用ピロアッパーマウント仕様が可能(ご希望の場合はご購入前にお問い合わせください),,286000,243800
ホンダ,NSX,NA1,,,Aタイプ,214200,,259503,ZS561P10A-qq-e-237k,ZS561P10A-qq-e-d-237k,ZS561P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-178-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,238000,210400
ホンダ,NSX,NA1,,,Bタイプ,211500,,259504,ZS561P10B-qq-e-238k,ZS561P10B-qq-e-d-238k,ZS561P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-178-9K/ID60-178-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,235000,208000
ホンダ,S2000,AP1,,,Bタイプ,230400,,259496,ZS571P10B-qq-e-230k,ZS571P10B-qq-e-d-230k,ZS571P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-178-8K/ID60-178-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,256000,219800
ホンダ,S2000,AP1,,,Dタイプ,232200,,259497,ZS571P10D-qq-e-231k,ZS571P10D-qq-e-d-231k,ZS571P10D,ENDLESS,ZEAL FUNCTION プラス10 Dタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-178-8K/ID60-178-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,258000,221400
ホンダ,アコード,CL7,オートレベライザー装着車対応不可(車両への取付は可、レベライザーの装着は不可),,Aタイプ,205200,,259483,ZS523P10A-qq-e-217k,ZS523P10A-qq-e-d-217k,ZS523P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-12K/ID60-254-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,228000,197400
ホンダ,アコード,CL7,オートレベライザー装着車対応不可(車両への取付は可、レベライザーの装着は不可),,Bタイプ,202500,,259484,ZS523P10B-qq-e-218k,ZS523P10B-qq-e-d-218k,ZS523P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-12K/ID60-254-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,225000,195000
ホンダ,シビック,FD2,,,Bタイプ,268200,,259526,ZS505P10B-qq-e-260k,ZS505P10B-qq-e-d-260k,ZS505P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/-,ID60-178-10K+1.0K/ID65-125-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアアッパーマウント:専用純正ブッシュが付属,,298000,253400
ホンダ,シビック,FD2,,,Fタイプ,266400,,259527,ZS505P10F-qq-e-261k,ZS505P10F-qq-e-d-261k,ZS505P10F,ENDLESS,ZEAL FUNCTION プラス10 Fタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/-,ID60-178-10K+1.0K/ID65-125-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアアッパーマウント:専用純正ブッシュが付属,,296000,251800
マツダ,RX-7,FD3S,,,Aタイプ,214200,,259548,ZS302P10A-qq-e-282k,ZS302P10A-qq-e-d-282k,ZS302P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-8K/ID60-178-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,238000,205400
マツダ,RX-7,FD3S,,,Bタイプ,211500,,259549,ZS302P10B-qq-e-283k,ZS302P10B-qq-e-d-283k,ZS302P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-8K/ID60-178-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,235000,203000
マツダ,RX-8,SE3P,,,Bタイプ,250200,,259555,ZS303P10B-qq-e-289k,ZS303P10B-qq-e-d-289k,ZS303P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/-,ID60-203-9K/ID70-203-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアアッパーマウント:純正アッパーマウント組込済み<br>リアは専用減衰力調整ケーブルが付属,,278000,237400
マツダ,RX-8,SE3P,,,Dタイプ,252000,,259556,ZS303P10D-qq-e-290k,ZS303P10D-qq-e-d-290k,ZS303P10D,ENDLESS,ZEAL FUNCTION プラス10 Dタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/-,ID60-203-9K/ID70-203-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアアッパーマウント:純正アッパーマウント組込済み<br>リアは専用減衰力調整ケーブルが付属,,280000,239000
マツダ,ロードスター,NCEC,,,Bタイプ,245700,,259565,ZS312P10B-qq-e-299k,ZS312P10B-qq-e-d-299k,ZS312P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/-,ID60-203-8K/ID70-178-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアアッパーマウント:純正アッパーマウント組込済み<br>リアは専用減衰力調整ケーブルが付属,フロント純正タワーバー装着不可(純正タワーバー装着には調整ダイヤル突出部の穴空け加工が必要),273000,233400
マツダ,ロードスター,NCEC,,,Dタイプ,247500,,259566,ZS312P10D-qq-e-300k,ZS312P10D-qq-e-d-300k,ZS312P10D,ENDLESS,ZEAL FUNCTION プラス10 Dタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/-,ID60-203-8K/ID70-178-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),リアアッパーマウント:純正アッパーマウント組込済み<br>リアは専用減衰力調整ケーブルが付属,フロント純正タワーバー装着不可(純正タワーバー装着には調整ダイヤル突出部の穴空け加工が必要),275000,235000
マツダ,ロードスター,ND5RC,,,Aタイプ,229500,,259572,ZS313P10A-qq-e-306k,ZS313P10A-qq-e-d-306k,ZS313P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-6K/ID60-203-3K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,255000,219000
マツダ,ロードスター,ND5RC,,,Bタイプ,226800,,259573,ZS313P10B-qq-e-307k,ZS313P10B-qq-e-d-307k,ZS313P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,アルミリジット/アルミリジット,ID60-203-6K/ID60-203-3K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,252000,216600
三菱,ランサーエボリューションVII/VIII,CT9A,,,Bタイプ,243900,,259594,ZS603P10B-qq-e-328k,ZS603P10B-qq-e-d-328k,ZS603P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-203-7K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,271000,231800
三菱,ランサーエボリューションVII/VIII,CT9A,,,Cタイプ,245700,,259595,ZS603P10C-qq-e-329k,ZS603P10C-qq-e-d-329k,ZS603P10C,ENDLESS,ZEAL FUNCTION プラス10 Cタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-203-7K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,273000,233400
三菱,ランサーエボリューションVIII MR/IX,CT9A,,,Bタイプ,252000,,259601,ZS604P10B-qq-e-335k,ZS604P10B-qq-e-d-335k,ZS604P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-178-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,280000,239000
三菱,ランサーエボリューションVIII MR/IX,CT9A,,,Cタイプ,253800,,259602,ZS604P10C-qq-e-336k,ZS604P10C-qq-e-d-336k,ZS604P10C,ENDLESS,ZEAL FUNCTION プラス10 Cタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-178-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,282000,240600
三菱,ランサーエボリューションX,CZ4A,,,Bタイプ,250200,,259608,ZS605P10B-qq-e-342k,ZS605P10B-qq-e-d-342k,ZS605P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,278000,237400
三菱,ランサーエボリューションX,CZ4A,,,Cタイプ,252000,,259609,ZS605P10C-qq-e-343k,ZS605P10C-qq-e-d-343k,ZS605P10C,ENDLESS,ZEAL FUNCTION プラス10 Cタイプ,ZEAL FUNCTION プラス10,X COILS,調整式ピロ/強化ゴム,ID60-203-9K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,280000,239000
レクサス,GS350/GS430/GS460,GRS191/UZS190/URS190,,,Aタイプ,214200,,259358,ZS011P10A-qq-e-92k,ZS011P10A-qq-e-d-92k,ZS011P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-12K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,238000,205400
レクサス,GS350/GS430/GS460,GRS191/UZS190/URS190,,,Bタイプ,211500,,259359,ZS011P10B-qq-e-93k,ZS011P10B-qq-e-d-93k,ZS011P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-12K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,235000,203000
レクサス,IS F,USE20,,,Aタイプ,214200,,259370,ZS013P10A-qq-e-104k,ZS013P10A-qq-e-d-104k,ZS013P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,238000,205400
レクサス,IS F,USE20,,,Bタイプ,211500,,259371,ZS013P10B-qq-e-105k,ZS013P10B-qq-e-d-105k,ZS013P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,235000,203000
レクサス,IS250/IS350,GSE20/GSE21,,,Aタイプ,214200,,259364,ZS012P10A-qq-e-98k,ZS012P10A-qq-e-d-98k,ZS012P10A,ENDLESS,ZEAL FUNCTION プラス10 Aタイプ,ZEAL FUNCTION プラス10,X COILS,強化ゴム/強化ゴム,ID60-203-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,238000,205400
レクサス,IS250/IS350,GSE20/GSE21,,,Bタイプ,211500,,259365,ZS012P10B-qq-e-99k,ZS012P10B-qq-e-d-99k,ZS012P10B,ENDLESS,ZEAL FUNCTION プラス10 Bタイプ,ZEAL FUNCTION プラス10,X COILS,強化ゴム/強化ゴム,ID60-203-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>快適性重視のユーザーにオススメ(10ミリ厚ラバー採用),,,235000,203000
