自動車メーカー,車種,型式,エンジン,年式,適合詳細,販売価格,Camp販売,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,フルキット設定バネレート【F/R】N/mm(kgf/mm),自由長【F/R】(mm),減衰力 ピストン速度 0.1m/sec 減衰力値N F:伸び側/縮み側,減衰力 ピストン速度 0.1m/sec 減衰力値N R:伸び側/縮み側,車高情報出荷時(最大上限～最大下限)【F/R】,備考,商品について,定価,SET価格,Campセット
トヨタ,エスティマ,GSR50W/ACR50W,2GR-FE/2AZ-FE,06/01～,2WD,125652,119501,127314,80130-AT203-qq-e-315,80130-AT203-qq-e-d-315,80130-AT203,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,500/216,402/127,-35(0～63)/-31(-11～68),リア形状別体<br>車高データはACR50Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,エスティマ,GSR55W/ACR55W,2GR-FE/2AZ-FE,06/01～,4WD,125652,119501,127315,80130-AT203-qq-e-316,80130-AT203-qq-e-d-316,80130-AT203,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,500/216,402/127,-35(0～63)/-31(-11～68),リア形状別体<br>車高データはACR50Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,エスティマ,MCR30W/ACR30W,1MZ-FE/2AZ-FE,00/01～05/12,2WD,125652,119501,127044,80130-AT201-qq-e-317,80130-AT201-qq-e-d-317,80130-AT201,HKS,ハイパーマックスSスタイルL,F=39(4)/R=47(4.8),250(Barrel)/Special,670/130,480/150,-45(0～73)/-24(-15～54),リア形状別体<br>車高データはACR30Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,エスティマ,MCR40W/ACR40W,1MZ-FE/2AZ-FE,00/01～05/12,4WD,125652,119501,127460,80130-AT201-qq-e-318,80130-AT201-qq-e-d-318,80130-AT201,HKS,ハイパーマックスSスタイルL,F=39(4)/R=47(4.8),250(Barrel)/Special,670/130,480/150,-45(0～72)/-54(-45～84),リア形状別体<br>車高データはACR40Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,エスティマハイブリッド,AHR10W,2AZ-FXE/2AZ-1EM,01/06～05/12,,125652,119501,127461,80130-AT201-qq-e-320,80130-AT201-qq-e-d-320,80130-AT201,HKS,ハイパーマックスSスタイルL,F=39(4)/R=47(4.8),250(Barrel)/Special,670/130,480/150,-45(0～72)/-54(-45～84),リア形状別体<br>車高データはACR40Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,エスティマハイブリッド,AHR20W,2AZ-FXE/2AZ-2JM,06/06～,,125652,119501,127316,80130-AT203-qq-e-319,80130-AT203-qq-e-d-319,80130-AT203,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,500/216,402/127,-35(0～63)/-31(-11～68),リア形状別体<br>車高データはACR50Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ノア,AZR60G,1AZ-FSE,01/11～07/06,2WD,125652,119501,127320,80130-AT208-qq-e-327,80130-AT208-qq-e-d-327,80130-AT208,HKS,ハイパーマックスSスタイルL,F=39(4)/R=52(5.3),250(Barrel)/Special,500/130,480/150,-39(0～76)/-48(-17～74),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ノア,AZR65G,1AZ-FSE,01/11～07/06,4WD,125652,119501,127465,80130-AT208-qq-e-328,80130-AT208-qq-e-d-328,80130-AT208,HKS,ハイパーマックスSスタイルL,F=39(4)/R=52(5.3),250(Barrel)/Special,500/127,451/157,-39(0～76)/-78(-47～104),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ノア,ZRR70W/ZRR70G,3ZR-FAE/3ZR-FE,07/06～13/12,2WD,125652,119501,127045,80130-AT204-qq-e-325,80130-AT204-qq-e-d-325,80130-AT204,HKS,ハイパーマックスSスタイルL,F=39(4)/R=52(5.3),250(Barrel)/Special,412/147,255/157,-58(-17～88)/-62(-43～88),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ノア,ZRR75W/ZRR75G,3ZR-FAE/3ZR-FE,07/06～13/12,4WD,125652,119501,127463,80130-AT204-qq-e-326,80130-AT204-qq-e-d-326,80130-AT204,HKS,ハイパーマックスSスタイルL,F=39(4)/R=52(5.3),250(Barrel)/Special,412/147,255/157,-63(-22～87)/-82(-63～108),リア形状別体<br>車高データはZRR75Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ノア,ZRR80W/ZRR80G,3ZR-FAE,14/01～,2WD,125652,119501,127054,80130-AT209-qq-e-322,80130-AT209-qq-e-d-322,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),600/150,300/170,-36(-15～98)/-58(-35～95),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ノア,ZRR85W/ZRR85G,3ZR-FAE,14/01～,4WD,125652,119501,127324,80130-AT209-qq-e-324,80130-AT209-qq-e-d-324,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),500/180,300/150,-48(-20～101)/-86(-64～124),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ノアハイブリッド,ZWR80G,2ZR-FXE/2ZR-5JM,14/01～,2WD<br>ハイブリッド,125652,119501,127055,80130-AT209-qq-e-323,80130-AT209-qq-e-d-323,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),600/150,300/170,-36(-15～98)/-58(-35～95),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ハリアー,ZSU60W,3ZR-FAE,13/12～,2WD用<br>後期型(17/6～)<br>2.0ターボ未確認,132410,126067,127065,80130-AT214-qq-e-330,80130-AT214-qq-e-d-330,80130-AT214,HKS,ハイパーマックスSスタイルL,F=49(5)/R=59(6),250(Barrel)/220(barrel),402/167,539/157,-20(0～59)/-30(-4～65),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,192000,143700,124500
