自動車メーカー,車種,型式,年式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,マウント(F/R),バネ(F/R),ダウン量,仕様,備考,注意事項,定価,送料,SET価格
HYUNDAI,ジェネシスクーペ,BK,11～16,3.8L,133621,,246818,RS-HY11-qq-e-f1-1289,RS-HY11-qq-e-d-1289,RS-HY11,XYZ,RSタイプ車高調,ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,173100
HYUNDAI,ジェネシスクーペ,,08～10,2.0T,133621,,246240,RS-HY08-qq-e-f1-1286,RS-HY08-qq-e-d-1286,RS-HY08,XYZ,RSタイプ車高調,ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,173100
HYUNDAI,ジェネシスクーペ,,08～10,3.8L,133621,,246817,RS-HY09-qq-e-f1-1288,RS-HY09-qq-e-d-1288,RS-HY09,XYZ,RSタイプ車高調,ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,173100
HYUNDAI,ティブロン,,03～UP,,133621,,247121,RS-HY23-qq-e-f1-1290,出さない,RS-HY23,XYZ,RSタイプ車高調,ピロアッパー/ピロアッパー,14K/12K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
HYUNDAI,ティブロン,,96～01,,141376,,246819,RS-HY22-qq-e-f1-1291,出さない,RS-HY22,XYZ,RSタイプ車高調,ピロアッパー/ピロアッパー,14K/12K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,出さない
LANCIA,デルタインテグラーレ,,87～89,,164643,,247708,RS-LA01-qq-e-f1-1293,出さない,RS-LA01,XYZ,RSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,14K/9.8K,,フルタップ式車高調<br>減衰力30段,,,208000,2000,出さない
LANCIA,デルタエボルツィオーネ,,90～95,,164643,,247398,RS-LA03-qq-e-f1-1292,出さない,RS-LA03,XYZ,RSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,14K/9.8K,,フルタップ式車高調<br>減衰力30段,,,208000,2000,出さない
MERCEDESBENZ,Cクラス C204,,11～16,4気筒<br>4WD不可<br>AMG不可<br>エアサス車不可<br>純正電子制御ショック非対応 ,156888,,247405,RS-ME07-1-qq-e-f1-141k,出さない,RS-ME07-1,XYZ,RSタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,出さない
MERCEDESBENZ,Cクラス C204,,11～16,6気筒<br>4WD不可<br>AMG不可<br>エアサス車不可<br>純正電子制御ショック非対応 ,156888,,247711,RS-ME07-2-qq-e-f1-142k,出さない,RS-ME07-2,XYZ,RSタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,出さない
MERCEDESBENZ,Cクラス W204 セダン,,07～14,2WD 4気筒<br>AMG不可<br>電子制御ショック非対応,141376,,246831,RS-ME05-qq-e-f1-139k,RS-ME05-qq-e-d-139k,RS-ME05,XYZ,RSタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,186200
MERCEDESBENZ,Cクラス W204 セダン,,07～14,2WD 6気筒<br>AMG不可<br>電子制御ショック非対応,141376,,246554,RS-ME06-qq-e-f1-140k,RS-ME06-qq-e-d-140k,RS-ME06,XYZ,RSタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,186200
MERCEDESBENZ,Cクラス W205 セダン,,14～UP,2WD 4気筒<br>AMG不可,156888,,246832,RS-ME07-4-qq-e-f1-143k,RS-ME07-4-qq-e-d-143k,RS-ME07-4,XYZ,RSタイプ車高調,固定式ピロアッパー/アルミリジット,24.8K/24.8K,,,,,198000,2000,207400
MERCEDESBENZ,Eクラス C207,,09～17,4気筒<br>エアサス車不可<br>AMG不可<br>電子制御ショック非対応,156888,,247712,RS-ME15-qq-e-f1-144k,出さない,RS-ME15,XYZ,RSタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,出さない
MERCEDESBENZ,Eクラス C207,,09～17,6気筒<br>エアサス車不可<br>AMG不可<br>電子制御ショック非対応,156888,,246253,RS-ME16-qq-e-f1-145k,出さない,RS-ME16,XYZ,RSタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調<br>減衰力30段,,,198000,2000,出さない
MINI,R50 クーパー/ワン,GH-RA16,01～07,適合グレード:クーパー/ワン,133621,,246555,RS-MI01-qq-e-f1-1258,RS-MI01-qq-e-d-1258,RS-MI01,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,173100
MINI,R53 クーパーS,GH-RE16,02～07,適合グレード:クーパーS,133621,,246254,RS-MI03-qq-e-f1-1259,RS-MI03-qq-e-d-1259,RS-MI03,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,173100
MINI,R55 クラブマン,ABA-ML16/ABA-MM16,07～14,適合グレード:クーパー/クーパーS,133621,,246834,RS-MI04-qq-e-f1-1260,RS-MI04-qq-e-d-1260,RS-MI04,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,173100
MINI,R56 クーパー,CBA-SR16/DBA-SR16/CBA-SU16/DBA-SU16,07～14,適合グレード:ワン/クーパー,133621,,246257,RS-MI05-qq-e-f1-1261,RS-MI05-qq-e-d-1261,RS-MI05,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,178100
MINI,R56 ミニクーパーS,DBA-SV16,07～14,適合グレード:クーパーS,133621,,246258,RS-MI06-qq-e-f1-1262,RS-MI06-qq-e-d-1262,RS-MI06,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,178100
MINI,R57 クーパーS コンバーチブル,ABA-MS16/DBA-MS16/ABA-ZP16/DBA-ZP16,07～14,適合グレード:クーパーS,133621,,246259,RS-MI08-qq-e-f1-1263,RS-MI08-qq-e-d-1263,RS-MI08,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,173100
MINI,R57 コンバーチブル,ABA-MR16/CBA-MR16/DBA-MR16/ABA-ZN16/CBA-ZN16/DBA-ZN16,07～14,適合グレード:クーパー,133621,,246557,RS-MI07-qq-e-f1-1264,RS-MI07-qq-e-d-1264,RS-MI07,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,173100
MINI,R58 クーパーS クーペ,CBA-SX16S,11～15,適合グレード:クーパーS,133621,,246556,RS-MI04-B-qq-e-f1-1265,出さない,RS-MI04-B,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,出さない
MINI,R58 クーパークーペ,CBA-SX16/DBA-SX16,11～15,適合グレード:クーパー,133621,,246255,RS-MI04-A-qq-e-f1-1266,出さない,RS-MI04-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,出さない
MINI,R59 クーパーSロードスター,CBA-SY16S/DBA-SY16S,12～15,適合グレード:クーパーS,133621,,246256,RS-MI04-D-qq-e-f1-1267,出さない,RS-MI04-D,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,出さない
MINI,R59 クーパーロードスター,CBA-SY16/DBA-SY16,12～15,適合グレード:クーパー,133621,,246833,RS-MI04-C-qq-e-f1-1268,出さない,RS-MI04-C,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,リア装着後減衰力調整不可,168000,2000,出さない
OPEL,GT,,07～09,,156888,,246270,RS-OP02-qq-e-f1-1294,出さない,RS-OP02,XYZ,RSタイプ車高調,アルミリジット/アルミリジット,22K/20K,,フルタップ式車高調<br>減衰力30段<br>ショートストローク&ハイバネレート,,,198000,2000,出さない
PEUGEOT,206,T14/T16/T1/2EK/206RC/206CC,99～08,,133621,,246842,RS-PE05-qq-e-f1-1295,出さない,RS-PE05,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/-,,フルタップ式車高調<br>減衰力30段<br>リア:全長調整無,トーションバーは付属なし,,168000,2000,出さない
PEUGEOT,306,N3/N5,93～02,,141376,,246570,RS-PE06-qq-e-f1-1296,出さない,RS-PE06,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,12K/-,,減衰力30段<br>リア:全長調整無,リアトーションバーは付属なし,,178000,2000,出さない
PORSCHE,996ターボ,,00～05,4WD<br>電子制御ショック非対応,195666,,247413,RS-PO03-qq-e-f1-1299,出さない,RS-PO03,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,248000,2000,出さない
PORSCHE,GT3,996,98～04,電子制御ショック非対応,234446,,246271,RS-PO02-1-qq-e-f1-1300,出さない,RS-PO02-1,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段<br>フロント:ネジ式,,,298000,2000,出さない
PORSCHE,GT3,997,05～11,電子制御ショック非対応,226690,,246571,RS-PO04-1-qq-e-f1-1303,出さない,RS-PO04-1,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,F減衰力36段/R減衰力30段,,,288000,2000,出さない
PORSCHE,カレラ,997,05～11,2WD<br>電子制御ショック非対応,195666,,246272,RS-PO04-qq-e-f1-1304,出さない,RS-PO04,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,248000,2000,出さない
PORSCHE,カレラ ターボ,997,05～11,4WD<br>電子制御ショック非対応,195666,,247414,RS-PO04-2-qq-e-f1-146k,出さない,RS-PO04-2,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,248000,2000,出さない
PORSCHE,カレラ2,964,89～90,前期,203422,,247417,RS-PO09-qq-e-f1-148k,出さない,RS-PO09,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,フルタップ式車高調<br>減衰力30段,,,258000,2000,出さない
PORSCHE,カレラ2,964,91～94,後期,203422,,247720,RS-PO10-qq-e-f1-149k,出さない,RS-PO10,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,フルタップ式車高調<br>減衰力30段,,,258000,2000,出さない
PORSCHE,カレラ2,993,93～98,,203422,,247416,RS-PO08-qq-e-f1-147k,出さない,RS-PO08,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,フルタップ式車高調<br>減衰力30段,,,258000,2000,出さない
PORSCHE,カレラ2,996,98～04,電子制御ショック非対応,203422,,247719,RS-PO01-qq-e-f1-1301,RS-PO01-qq-e-d-1301,RS-PO01,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,F減衰力36段/R減衰力30段<br>フロント:ネジ式,,,258000,2000,271000
PORSCHE,カレラ4S,996,98～04,電子制御ショック非対応,203422,,246843,RS-PO02-qq-e-f1-1302,出さない,RS-PO02,XYZ,RSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,22K/26K,,フルタップ式車高調<br>F減衰力36段/R減衰力30段,,,258000,2000,出さない
PORSCHE,ケイマン,987,05～12,電子制御ショック非対応,226690,,247134,RS-PO06-qq-e-f1-1298,RS-PO06-qq-e-d-1298,RS-PO06,XYZ,RSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,14K/16K,,,,,288000,2000,295300
PORSCHE,ボクスター,986,98～04,,203422,,247415,RS-PO05-qq-e-f1-1297,RS-PO05-qq-e-d-1297,RS-PO05,XYZ,RSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,14K/16K,,減衰力36段<br>前後ネジ式,,,258000,2000,271000
VOLKSWAGEN,ヴェント,E-1H2E/E-1HAAA/E-1HABS/E-1HADY/E-1HADZ/E-1HAGG,91～98,,149132,,247159,RS-VO47-qq-e-f1-1346,出さない,RS-VO47,XYZ,RSタイプ車高調,純正アッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
VOLKSWAGEN,コラード,E-50PG,88～95,,141376,,246591,RS-VO05-qq-e-f1-1305,出さない,RS-VO05,XYZ,RSタイプ車高調,純正アッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,,178000,2000,出さない
VOLKSWAGEN,ゴルフ2,E-19ME/Q-19ME/E-19MF/Q-19MF/E-19RV/Q-19RV,88～92,2WD,149132,,247729,RS-VO07-qq-e-f1-1306,出さない,RS-VO07,XYZ,RSタイプ車高調,純正アッパー/純正アッパー,12K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
VOLKSWAGEN,ゴルフ3 ハッチバック,E-1H2E/E-1HABS/E-1HADY/E-1HADZ/E-1HAGG,93～98,2WD,149132,,247730,RS-VO08-qq-e-f1-1307,出さない,RS-VO08,XYZ,RSタイプ車高調,純正アッパー/純正アッパー,12K/12K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
VOLKSWAGEN,ゴルフ5,ABA-1KBLP/ABA-1KBAG/ABA-1KAXW/ABA-1KBLX/ABA-1KBLG/ABA-1KAXX/ABA-1KBMY/ABA-1KCAX/GH-1KBLP/GH-1KBAG/GH-1KAXW/GH-1KBLX/GH-1KBLG/GH-1KAXX/GH-1KBMY/GH-1KCAX,04～09,2WD<br>フロントストラット外径:50mm,133621,,247430,RS-VO12-qq-e-f1-1310,RS-VO12-qq-e-d-1310,RS-VO12,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5,ABA-1KBLP/ABA-1KBAG/ABA-1KAXW/ABA-1KBLX/ABA-1KBLG/ABA-1KAXX/ABA-1KBMY/ABA-1KCAX/GH-1KBLP/GH-1KBAG/GH-1KAXW/GH-1KBLX/GH-1KBLG/GH-1KAXX/GH-1KBMY/GH-1KCAX,04～09,2WD<br>フロントストラット外径:55mm,133621,,247731,RS-VO13-qq-e-f1-1311,RS-VO13-qq-e-d-1311,RS-VO13,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5,,04～09,4WD<br>フロントストラット外径:50mm,133621,,246596,RS-VO14-qq-e-f1-1312,RS-VO14-qq-e-d-1312,RS-VO14,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5 GTI,ABA-1KAXX/GH-1KAXX/ABA-1KBYD/GH-1KBYD,04～09,フロントストラット外径:55mm,133621,,247151,RS-VO16-qq-e-f1-1313,RS-VO16-qq-e-d-1313,RS-VO16,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5 R32,ABA-1KBUBF/GH-1KBUBF,04～09,フロントストラット外径:55mm,133621,,247150,RS-VO15-qq-e-f1-1314,RS-VO15-qq-e-d-1314,RS-VO15,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5ヴァリアント,ABA-1KAXX/ABA-1KBLG/ABA-1KCAX/ABA-1KCAV/ABA-1KCAW,07～09,2WD<br>フロントストラット外径:50mm,133621,,246592,RS-VO12-B-qq-e-f1-1317,RS-VO12-B-qq-e-d-1317,RS-VO12-B,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5ヴァリアント,ABA-1KAXX/ABA-1KBLG/ABA-1KCAX/ABA-1KCAV/ABA-1KCAW,07～09,2WD<br>フロントストラット外径:55mm,133621,,246594,RS-VO13-B-qq-e-f1-1318,RS-VO13-B-qq-e-d-1318,RS-VO13-B,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5ヴァリアント,,06～08,4WD<br>フロントストラット外径:50mm,133621,,246595,RS-VO14-A-qq-e-f1-1319,RS-VO14-A-qq-e-d-1319,RS-VO14-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5ヴァリアント,,06～08,4WD<br>フロントストラット外径:55mm,133621,,246854,RS-VO15-A-qq-e-f1-1320,RS-VO15-A-qq-e-d-1320,RS-VO15-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5プラス,GH-1KBLP/GH-1KBLX,05～08,2WD<br>フロントストラット外径:50mm,133621,,246853,RS-VO12-A-qq-e-f1-1315,RS-VO12-A-qq-e-d-1315,RS-VO12-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ5プラス,GH-1KBLP/GH-1KBLX,05～08,2WD<br>フロントストラット外径:55mm,133621,,246593,RS-VO13-A-qq-e-f1-1316,RS-VO13-A-qq-e-d-1316,RS-VO13-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ6,ABA-1KCAV/ABA-1KCAX/ABA-1KCBZ/ABA-1KCCZ/ABA-1KCDL/ABA-1KCTH/DBA-1KCAV/DBA-1KCAX/DBA-1KCBZ/DBA-1KCCZ/DBA-1KCDL/DBA-1KCTH,08～13,2WD<br>フロントストラット外径:50mm<br>電子制御ショック非対応,133621,,247152,RS-VO17-qq-e-f1-1321,RS-VO17-qq-e-d-1321,RS-VO17,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ6,ABA-1KCAV/ABA-1KCAX/ABA-1KCBZ/ABA-1KCTH/DBA-1KCAV/DBA-1KCAX/DBA-1KCBZ/DBA-1KCTH,08～13,2WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,246598,RS-VO19-qq-e-f1-1322,RS-VO19-qq-e-d-1322,RS-VO19,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ6,ABA-1KCDLF,08～13,4WD<br>フロントストラット外径:50mm<br>電子制御ショック非対応,133621,,247732,RS-VO18-qq-e-f1-1323,RS-VO18-qq-e-d-1323,RS-VO18,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,173100
VOLKSWAGEN,ゴルフ6,ABA-1KCDLF,08～13,4WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,246289,RS-VO20-qq-e-f1-1324,RS-VO20-qq-e-d-1324,RS-VO20,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,173100
VOLKSWAGEN,ゴルフ6 GTI,ABA-1KCCZ/DBA-1KCCZ/ABA-1KCDL/DBA-1KCDL,08～13,フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,246288,RS-VO19-B-qq-e-f1-1325,RS-VO19-B-qq-e-d-1325,RS-VO19-B,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ6ヴァリアント,ABA-1KCCZ/ABA-1KCAV/ABA-1KCAX/ABA-1KCBZ/ABA-1KCTH/DBA-1KCCZ/DBA-1KCAV/DBA-1KCAX/DBA-1KCBZ/DBA-1KCTH,08～13,2WD<br>フロントストラット外径:50mm<br>電子制御ショック非対応,133621,,246287,RS-VO17-A-qq-e-f1-1326,RS-VO17-A-qq-e-d-1326,RS-VO17-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ6ヴァリアント,ABA-1KCCZ/ABA-1KCAV/ABA-1KCAX/ABA-1KCBZ/ABA-1KCTH/DBA-1KCCZ/DBA-1KCAV/DBA-1KCAX/DBA-1KCBZ/DBA-1KCTH,08～13,2WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,247733,RS-VO19-A-qq-e-f1-1327,RS-VO19-A-qq-e-d-1327,RS-VO19-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,ゴルフ6ヴァリアント,,08～13,4WD<br>フロントストラット外径:50mm<br>電子制御ショック非対応,133621,,246597,RS-VO18-A-qq-e-f1-1328,出さない,RS-VO18-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,出さない
VOLKSWAGEN,ゴルフ6ヴァリアント,,08～13,4WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,247153,RS-VO20-A-qq-e-f1-1329,出さない,RS-VO20-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,出さない
VOLKSWAGEN,ジェッタ,ABA-1KAXX/GH-1KAXX/ABA-1KBLG/GH-1KBLG/ABA-1KBLX/GH-1KBLX/ABA-1KCAV/GH-1KCAV,05～11,2WD<br>フロントストラット外径:50mm,133621,,246600,RS-VO24-qq-e-f1-1334,出さない,RS-VO24,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,出さない
VOLKSWAGEN,ジェッタ,ABA-1KAXX/GH-1KAXX/ABA-1KBLG/GH-1KBLG/ABA-1KBLX/GH-1KBLX/ABA-1KCAV/GH-1KCAV,05～11,2WD<br>フロントストラット外径:55mm,133621,,246601,RS-VO25-qq-e-f1-1335,出さない,RS-VO25,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,出さない
VOLKSWAGEN,ジェッタ,E-16RV/Q-16RV/E-16MF/Q-16MF,88～92,,149132,,246599,RS-VO21-qq-e-f1-1333,出さない,RS-VO21,XYZ,RSタイプ車高調,純正アッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
VOLKSWAGEN,シロッコ,ABA-13CAV/ABA-13CAW/ABA-13CCZ/ABA-13CTH/DBA-13CAV/DBA-13CAW/DBA-13CCZ/DBA-13CTH,08～UP,フロントストラット外径:50mm<br>電子制御ショック非対応,133621,,247157,RS-VO44-qq-e-f1-1330,RS-VO44-qq-e-d-1330,RS-VO44,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,リア装着後減衰力調整不可,168000,2000,173100
VOLKSWAGEN,シロッコ,ABA-13CAV/ABA-13CAW/ABA-13CCZ/ABA-13CTH/DBA-13CAV/DBA-13CAW/DBA-13CCZ/DBA-13CTH,08～UP,フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,247734,RS-VO45-qq-e-f1-1331,RS-VO45-qq-e-d-1331,RS-VO45,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,リア装着後減衰力調整不可,168000,2000,173100
VOLKSWAGEN,シロッコR,ABA-13CDL,08～UP,フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,246603,RS-VO45-A-qq-e-f1-1332,RS-VO45-A-qq-e-d-1332,RS-VO45-A,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,リア装着後減衰力調整不可,168000,2000,173100
VOLKSWAGEN,トゥーラン,ABA-1TAXW/ABA-1TBAG/ABA-1TBLG/ABA-1TBLP/ABA-1TBLX/ABA-1TBMY/ABA-1TCAV/GH-1TAXW/GH-1TBAG/GH-1TBLG/GH-1TBLP/GH-1TBLX/GH-1TBMY/GH-1TCAV,04～10,フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,247158,RS-VO46-qq-e-f1-1336,出さない,RS-VO46,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,リア装着後減衰力調整不可,168000,2000,出さない
VOLKSWAGEN,ニュービートル,ABA-9CAQY/ABA-9CAWU/ABA-9CAXJ/ABA-9CAZJ/ABA-9CBFS/GF-9CAQY/GF-9CAWU/GF-9CAXJ/GF-9CAZJ/GF-9CBFS/GH-9CAQY/GH-9CAWU/GH-9CAXJ/GH-9CAZJ/GH-9CBFS,98～10,フロントストラット外径:50mm,133621,,246852,RS-VO01-qq-e-f1-1337,RS-VO01-qq-e-d-1337,RS-VO01,XYZ,RSタイプ車高調,純正アッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,173100
VOLKSWAGEN,パサート,E-319A,89～93,,149132,,246290,RS-VO27-qq-e-f1-1342,出さない,RS-VO27,XYZ,RSタイプ車高調,純正アッパー/純正アッパー,14K/14K,,フルタップ式車高調<br>減衰力30段,,,188000,2000,出さない
VOLKSWAGEN,パサートCC セダン 3CC,ABA-3CBWSC,08～12,4WD<br>フロントストラット外径:55mm<br>電子制御ショック非対応,133621,,246602,RS-VO34-qq-e-f1-1344,出さない,RS-VO34,XYZ,RSタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調<br>減衰力30段,現車確認必要,,168000,2000,出さない
